"X_uid_","id","data","endereco","bairro","fonte","nome","url","dom_geo","cluster","x","y","classe_potencial_construtivo","potencial_construtivo","renda","dist_via_principal","dist_via_secundaria","dist_polo_padrao","dist_polo_valoriz","dist_polo_desvaloriz","area","precounit","preco","geom","z"
143,13697787,2022-07-15,"Rua Lideranca","LIMEIRA BAIXA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-277-m-limeira-brusque-a-venda-por-140000/TE0255-ZUCC?from=sale","Dom_Geo_03",4,712989.1,7001691.05,"Baixo Potencial",0,1188.64,3731,3873.92,1,3598.41,1629.84,277,505.42,140000,c(712989.099535177, 7001691.04960668),505.42
144,13666021,2022-07-12,"Rua Liderança","LIMEIRA BAIXA","internet","planifik",NA,"Dom_Geo_03",4,713000.86,7001690.82,"Baixo Potencial",0,1188.64,3740.29,3883.6,1,3601.27,1641.6,262.68,513.93,135000,c(713000.86036688, 7001690.81683046),513.93
145,13750636,2022-07-27,"Lot. Santo Anjo da Guarda","TOMAZ COELHO","internet","Hoffmann","https://www.imobiliariahoffmann.com.br/imovel/25/terreno-em-brusque-no-bairro-tomaz-coelho/","Dom_Geo_03",0,702710.17,6993897.93,"Baixo Potencial",0,1222.45,4824.59,2104.21,1,1638.35,698.5,345,521.74,180000,c(702710.169205972, 6993897.92804601),521.74
146,13710598,2022-07-18,"Rua Valdir Zorrer","STEFFEN","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/3154/terreno-no-bairro-steffen-brusque-venda-RS259000","Dom_Geo_01",2,707004.56,7003432.62,"Baixo Potencial",0,1453.32,471.43,198,161.31,841.94,1167.14,494.25,524.03,259000,c(707004.55609274, 7003432.61893626),524.03
147,13697841,2022-07-15,"Rua Valdir Zorrer","STEFFEN","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-494-m-steffen-brusque-a-venda-por-259500/TE0183-ZUCC?from=sale","Dom_Geo_01",2,707019.85,7003432.03,"Baixo Potencial",0,1453.32,465.04,197.92,162.3,853.25,1180.2,494,525.3,259500,c(707019.847957426, 7003432.03433771),525.3
148,13701916,2022-07-18,"Rua Itajai","LIMOEIRO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/3873/terreno-no-bairro-limoeiro-brusque-venda-RS380000","Dom_Geo_02",1,711433.48,7007379.29,"Baixo Potencial",0,1313.96,227.26,12.5,468.32,1853.09,989.64,716.6,530.28,380000,c(711433.479775521, 7007379.28908575),530.28
149,13677205,2022-07-12,"Rua Alice de Oliveira","PRIMEIRO DE MAIO","internet","planifik",NA,"Dom_Geo_03",3,709006.5,6996770.69,"Baixo Potencial",0,1258.73,755.53,1195.87,1,1786.87,1765.52,350.85,536.5,188232,c(709006.502470095, 6996770.68575729),536.5
151,13697439,2022-07-14,"Lot. Jardim das hortencias","SAO JOAO","internet","Amo imoveis",NA,"Dom_Geo_03",0,701230.27,6992546.87,"Baixo Potencial",0,1143.22,6449.64,2637.85,598.91,1,422.97,372,548.39,204000,c(701230.265291073, 6992546.87290636),548.39
152,13698020,2022-07-18,"Lot. Jardim das hortencias","SAO JOAO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/2505/terreno-no-bairro-sao-joao-brusque-venda-RS179000","Dom_Geo_03",0,701195.75,6992625.85,"Baixo Potencial",0,1145.43,6467.36,2551.92,589.13,1,344.77,323.07,554.06,179000,c(701195.749388212, 6992625.85132703),554.06
153,13730999,2022-07-25,"Rua Primeiro de Agosto","GUARANI","internet","Teresinho Baron","https://www.teresinhabaron.com.br/venda/1197/Terreno-Bairro-Guarani","Dom_Geo_01",2,704152.25,7000459.37,"Baixo Potencial",0,1884.67,2352.59,476.13,1,1595.26,1818.97,540,555.56,3e+05,c(704152.248098562, 7000459.3686988),555.56
154,13647306,2022-07-12,"Rua GU-024","GUARANI","internet","Julio imoveis",NA,"Dom_Geo_01",2,703815.68,7000598.7,"Baixo Potencial",0,1691.41,2679.73,264.97,205.95,1913.65,2038.43,305,557.38,170000,c(703815.681374992, 7000598.70083473),557.38
155,13698031,2022-07-18,"Lot. Sao Pedro","STEFFEN","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4327/terreno-no-bairro-sao-pedro-brusque-venda-RS215000","Dom_Geo_01",2,706886.76,7003650.62,"Baixo Potencial",0,1401.34,718.33,411.93,1,926.19,954.51,371.29,579.06,215000,c(706886.76446186, 7003650.61998861),579.06
157,13647398,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701167.64,6992497.14,"Baixo Potencial",0,1145.95,6521.41,2653.5,678.69,1,474.07,323.07,585.01,189000,c(701167.639160004, 6992497.13993345),585.01
158,13735283,2022-07-26,"Rua Gustavo Imhof","SAO PEDRO","internet","Imovel WEB","https://www.imovelweb.com.br/propriedades/terreno-na-sao-pedro-proximo-do-centro-2965939485.html","Dom_Geo_01",2,704940.36,7003349.13,"Baixo Potencial",0,1150.12,1945.27,232.14,436.67,1163.69,407.83,800,587.5,470000,c(704940.3611023, 7003349.12506972),587.5
159,13697437,2022-07-14,"Lot. Porto Rico","SAO PEDRO","internet","Moresco","https://imobiliariamoresco.com.br/imovel/3654/terreno-a-venda-sao-pedro--brusque-sc","Dom_Geo_01",2,706026.54,7002981.34,"Baixo Potencial",0,1737.02,817.88,404.14,1,128.26,978.33,983.77,589.57,580000,c(706026.542800545, 7002981.33766687),589.57
160,13678998,2022-07-13,"Rua Lili Bruns","NOVA BRASILIA","internet","planifik",NA,"Dom_Geo_03",2,708616.97,7002002.57,"Baixo Potencial",0,1339.37,285.6,794.77,286.15,905.8,1133.81,418.83,590,247109.7,c(708616.974832521, 7002002.57035235),590
161,13647414,2022-07-12,"Residencial Lagoa Dourada","SOUZA CRUZ","internet","Julio imoveis",NA,"Dom_Geo_03",3,704435.89,6996784.12,"Baixo Potencial",0,1244.01,3422.15,717.66,1,1906.41,863.98,454.36,594.24,270000,c(704435.887593369, 6996784.11687682),594.24
162,13654644,2022-07-12,"Rua Adulcio Bottamelli - Lot. JD. Azaleia","PLANALTO","internet","Julio imoveis",NA,"Dom_Geo_03",1,711332.6,7005246.49,"Baixo Potencial",0,1398.17,607.13,594.24,50.82,1,798.88,420,595.24,250000,c(711332.602076416, 7005246.49113327),595.24
163,13697418,2022-07-14,"Rua Hercilio barni","SOUZA CRUZ","internet","Amo imoveis",NA,"Dom_Geo_03",2,704831.97,6999050.08,"Baixo Potencial",0,1718,2058,90.54,14.43,233.69,1202.27,579.3,604.18,350000,c(704831.970052646, 6999050.08463029),604.18
164,13724495,2022-07-22,"Rua Doutor ivo szpoganicz","SOUZA CRUZ","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/3116/amplo-terreno-no-loteamento-lagoa-dourada-pra-construir-a-casa-dos-sonhos-souza-cruz-brusque-o","Dom_Geo_03",3,704684.14,6996722.07,"Baixo Potencial",0,1250.41,3246.66,922.68,1,2156.87,857.02,950.29,605.08,575000,c(704684.139788891, 6996722.07388641),605.08
165,13692222,2022-07-14,"Rua Rouxinol","RIO BRANCO","internet","Amo imoveis",NA,"Dom_Geo_02",2,703496.64,6998507.44,"Baixo Potencial",0,1381.98,3499.07,1102.22,1,1510.09,1397.45,358,608.94,218000,c(703496.643914184, 6998507.43924803),608.94
166,13750650,2022-07-27,"Rua Dj 025","DOM JOAQUIM","internet","Hoffmann","https://www.imobiliariahoffmann.com.br/imovel/915/terreno-em-brusque-no-bairro-dom-joaquim/","Dom_Geo_02",0,702375.44,6996932.73,"Baixo Potencial",0,1255.67,5185.07,626.56,24.41,15.89,2437.89,325,615.38,2e+05,c(702375.43663282, 6996932.72690502),615.38
167,13731859,2022-07-25,"Rua Nelson Imhof","SOUZA CRUZ","internet","PRIMAX","https://www.cnzimoveis.com.br/imovel/172688/brusque-amplo--em-area-nobre--lindo","Dom_Geo_03",2,705261.98,6999009.67,"Baixo Potencial",0,1679.59,1691.35,519.52,131.78,1,1161.61,820,615.85,505000,c(705261.984417925, 6999009.67048087),615.85
168,13647395,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701193.57,6992558.72,"Baixo Potencial",0,1145.08,6483.06,2610.29,623.32,1,411.93,285.97,627.86,179550,c(701193.574994077, 6992558.72258893),627.86
169,13721449,2002-07-20,"RUA dj-055","DOM JOAQUIM","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4670","Dom_Geo_03",0,702455.61,6994460.82,"Baixo Potencial",0,1362.06,5105.04,1508.82,10.41,1947.08,247.52,337.5,628.15,212000,c(702455.606769897, 6994460.81869724),628.15
170,13677283,2022-07-12,"Rua João Batista Palma","PLANALTO","internet","planifik",NA,"Dom_Geo_03",1,711459.72,7005421.9,"Baixo Potencial",0,1388.66,621.69,610.53,200.36,1,837.86,318,628.62,199900,c(711459.724539804, 7005421.89879544),628.62
171,13647387,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701177.12,6992517.71,"Baixo Potencial",0,1145.93,6507.75,2639.32,659.28,1,453.29,292.27,629.42,183960,c(701177.116381713, 6992517.71246958),629.42
172,13647409,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701131.4,6992545.37,"Baixo Potencial",0,1147.71,6546.65,2594.22,683.65,1,426.65,334.08,629.85,210420,c(701131.40266147, 6992545.37320318),629.85
173,13647410,2022-07-12,"Lot. Jardim das hortencias",NA,"internet","Julio imoveis",NA,NA,0,701143.7,6992585.88,"Baixo Potencial",0,1146.95,6526.34,2563.41,653.56,1,385.88,338,629.92,212914,c(701143.699177073, 6992585.87616811),629.92
174,13647307,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701184.06,6992535.76,"Baixo Potencial",0,1145.04,6497.15,2626.35,643.58,1,435.09,286,630,180180,c(701184.059094911, 6992535.76488684),630
175,13647394,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701203.9,6992585.71,"Baixo Potencial",0,1144.26,6467.42,2591.18,600.7,1,384.72,260,630,163800,c(701203.895680306, 6992585.71016496),630
176,13647400,2022-07-12,"Lot. Jardim das hortencias",NA,NA,"Julio imoveis",NA,NA,0,701085.81,6992583.66,"Baixo Potencial",0,1149.57,6583.49,2539.74,706.52,1,389.38,390,630,245700,c(701085.811956038, 6992583.65530514),630
177,13647411,2022-07-12,"Lot. Jardim das hortencias",NA,"internet","Julio imoveis",NA,NA,0,701100.07,6992614.3,"Baixo Potencial",0,1149.8,6563.45,2518.53,680.94,1,358.42,386,630,243180,c(701100.065326703, 6992614.3020844),630
178,13647408,2022-07-12,"Lot. Jardim das hortencias","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,701101.73,6992487.31,"Baixo Potencial",0,1148.66,6587.9,2633.45,739.04,1,485.34,325,630,204750,c(701101.725039779, 6992487.31474959),630
179,13723821,2002-07-20,"Rua Jose jacinto cardeal","CEDRINHO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/5220","Dom_Geo_03",3,705032.23,6994394.18,"Baixo Potencial",0,1187.54,2540.3,1842.75,26.22,3244.23,1626.47,616,633.12,390000,c(705032.229408914, 6994394.1757294),633.12
180,13697814,2022-07-15,"Cond. Reserva Club","AZAMBUJA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-a-venda-600-m-por-380000-azambuja-brusque-sc/TE0247-ZUCC?from=sale","Dom_Geo_03",3,706027.48,6997266.29,"Baixo Potencial",0,1285.57,1849.39,236.7,1,1661.3,868.52,600,633.33,380000,c(706027.479374813, 6997266.28818344),633.33
181,13724069,2022-07-21,"Cond. Xavier Imhof","SAO PEDRO","opinião","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/760/terreno-com-vista-panoramica-para-o-centro-de-brusque-sao-pedro-brusque-terreno-com-vista","Dom_Geo_01",2,706173.27,7002787.59,"Baixo Potencial",0,1918.01,591.2,276,102.12,1,1061.78,600,633.33,380000,c(706173.270836437, 7002787.58733864),633.33
182,13677641,2022-07-13,"Rua SC-008","SOUZA CRUZ","internet","Julio imoveis",NA,"Dom_Geo_03",2,705289.12,6999012.81,"Baixo Potencial",0,1687.32,1666.2,545.4,135.19,1,1166.54,790.74,638.64,505000,c(705289.123925811, 6999012.8089806),638.64
183,13721450,2002-07-20,"Rua Padre Antonio Eising","AZAMBUJA","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4370","Dom_Geo_03",3,705961.88,6997650.56,"Baixo Potencial",0,1295.12,1669.41,10.89,66.89,1272.03,749.52,390,641.03,250000,c(705961.877545217, 6997650.56125303),641.03
184,13697387,2022-07-14,"Lot. Jardim das hortencias","SAO JOAO","internet","Amo imoveis",NA,"Dom_Geo_03",0,701143.92,6992452.33,"Baixo Potencial",0,1146.97,6554.34,2683.26,724.1,1,519.39,260,650,169000,c(701143.915678682, 6992452.32583994),650
185,13724074,2022-07-21,"Rua Oswaldo Maffezzolli","JARDIM MALUCHE","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2018/terreno-em-area-nobre---bairro-jardim-maluche-jardim-maluche-brusque-lindo-terreno-ideal-para-casa","Dom_Geo_02",2,704781.03,7000314.17,"Baixo Potencial",0,2224.85,1751.36,718.5,1,1192.21,1466.9,600,650,390000,c(704781.030026194, 7000314.16720502),650
186,13724499,2022-07-22,"Rua Erico jeske","PRIMEIRO DE MAIO","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2936/terreno-comercial-na-rua-joao-xxiii-primeiro-de-maio-brusque-terreno-comercial-na-rua-joao-xxiii","Dom_Geo_03",3,708560.77,6997096.8,"Baixo Potencial",0,1322.63,342.04,1205.97,452.39,1755.23,1331.24,736.8,651.47,480000,c(708560.76822819, 6997096.80467952),651.47
187,13697411,2022-07-14,"Lot. Jardim das hortencias","SAO JOAO","internet","Amo imoveis",NA,"Dom_Geo_03",0,701156.31,6992472.41,"Baixo Potencial",0,1146.89,6537.84,2670.68,702.23,1,499.05,260,653.85,170000,c(701156.307667649, 6992472.40587324),653.85
188,13654645,2022-07-12,"Lot. San Genaro","PRIMEIRO DE MAIO","internet","Julio imoveis",NA,"Dom_Geo_03",2,707779.77,6998801.74,"Baixo Potencial",0,1450.75,443.6,1517.53,337.72,1,1979.91,465,655.91,305000,c(707779.766883319, 6998801.7395301),655.91
192,13647388,2022-07-12,"Rua Mil (1000) - Lot Valle Dos Cedros","SAO JOAO","internet","Julio imoveis",NA,"Dom_Geo_03",0,702768.27,6993398.62,"Baixo Potencial",0,1121.87,4794.31,2605.56,1,1375.93,662.7,240.23,663.95,159500,c(702768.267794813, 6993398.6153747),663.95
193,13697425,2022-07-14,"Lot. Valle Dos Cedros","SAO JOAO","internet","Amo imoveis",NA,"Dom_Geo_03",0,702772.87,6993375.51,"Baixo Potencial",0,1118.76,4792.21,2629.11,1,1368.72,658.05,240.23,663.95,159500,c(702772.866910936, 6993375.51113866),663.95
194,13677642,2022-07-13,"Rua Guilherme Alberto Frederico Hoefelman","SOUZA CRUZ","internet","Julio imoveis",NA,"Dom_Geo_03",2,704546.16,6998400.96,"Baixo Potencial",0,1466.15,2619.93,51.61,560.82,736.18,582.92,961,665.97,640000,c(704546.164253049, 6998400.95793693),665.97
195,13735273,2022-07-26,"Lot. Ditmar Pavesi - Rua Alberto Mueller","LIMEIRA BAIXA","internet","Brusimoveis","https://www.brusimoveis.com.br/detalhes_imovel/136/terreno-no-bairro-santa-terezinha-brusque-venda-RS280000","Dom_Geo_03",4,712641.35,7002353.61,"Baixo Potencial",0,1209.25,3056.99,3220.36,1,2881.52,1261.11,420,666.67,280000,c(712641.352927185, 7002353.61043479),666.67
196,13677321,2022-07-13,"Rua Ernesto Bonamente","SOUZA CRUZ","internet","Julio imoveis",NA,"Dom_Geo_03",2,705053.77,6999092,"Baixo Potencial",0,1745.24,1838.71,298.7,55.97,22.07,1242.97,570,666.67,380000,c(705053.771340348, 6999092.00294531),666.67
197,13723978,2022-07-21,"Rua Ivo silveira","BATEAS","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/500/terreno-100-plano-na-rodovia-ivo-silveira---aceita-veiculo-como-parte-do","Dom_Geo_01",1,709901.58,7007690.68,"Baixo Potencial",0,1255.38,22.84,1452.43,241.54,2099.98,1042.23,314,668.79,210000,c(709901.575366183, 7007690.68256607),668.79
198,13697427,2022-07-14,"Rua Lagoa Dourada","SOUZA CRUZ","internet","Moresco","https://imobiliariamoresco.com.br/imovel/2279/terreno-a-venda-souza-cruz--brusque-sc","Dom_Geo_03",3,705041.24,6996819.79,"Baixo Potencial",0,1263.8,2897.94,1141.22,1,2102.32,754.17,448,669.64,3e+05,c(705041.239159935, 6996819.79387657),669.64
199,13661170,2022-07-12,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,705854.19,6997526.12,"Baixo Potencial",0,1292.47,1827.15,170.71,1,1375.06,640.42,488.27,675.86,330000,c(705854.193652574, 6997526.12371178),675.86
201,13677313,2022-07-13,"Loteamento Sao Pedro","SAO PEDRO","internet","planifik",NA,"Dom_Geo_01",2,706583.45,7003612.8,"Baixo Potencial",0,1421.02,847.84,187.69,1,759.27,721.95,339.26,677.95,230000,c(706583.454062582, 7003612.798515),677.95
202,13677275,2022-07-12,"Rua Jorge Teixeira","PAQUETA","internet","planifik",NA,"Dom_Geo_03",3,706084.65,6995298.89,"Baixo Potencial",0,1296.16,1861.82,514.96,1,2213.9,1536.09,280,678.57,190000,c(706084.645695653, 6995298.88964937),678.57
203,13677323,2022-07-13,"Cond. Xavier Imhof","SAO PEDRO","internet","Julio imoveis",NA,"Dom_Geo_01",2,706136.12,7002780.57,"Baixo Potencial",0,1912.52,621.23,313.46,64.87,1,1046.08,600,683.33,410000,c(706136.119584434, 7002780.56618214),683.33
204,13700296,2022-07-18,"Cond. Xavier Imhof","SAO PEDRO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/1206/terreno-no-bairro-sao-pedro-brusque-venda-RS600000","Dom_Geo_01",2,706124.75,7002781.78,"Baixo Potencial",0,1912.52,632.02,323.92,53.52,1,1044.78,875,685.71,6e+05,c(706124.752321963, 7002781.78052344),685.71
205,13723963,2022-07-21,"Rua Augusto Klapoth","SANTA LUZIA","internet","Jorge Floriani","https://www.jorgefloriani.com.br/imovel/comprar/terreno/brusque/santa-luzia/2966","Dom_Geo_03",3,707938.78,6994466.3,"Baixo Potencial",0,1251.27,44.95,1448.33,9.51,552.73,670.99,319.3,689.01,220000,c(707938.780601058, 6994466.30093241),689.01
206,13730996,2022-07-25,"Rua Ademar Botameli","PLANALTO","internet","M7","http://www.imoveisdebrusque.com.br/imovel/73784/terreno-bairro-jardim-azaleia/","Dom_Geo_03",1,710892.59,7005136.48,"Baixo Potencial",0,1400.42,257.62,392.58,40.51,102.07,587.9,260,692.31,180000,c(710892.591955659, 7005136.48271042),692.31
207,13735300,2022-07-26,"Rua Nilo Bianchini","CENTRO I","internet","Baron","https://imobiliariabaron.com.br/imovel/terreno-a-venda-no-centro-de-brusque-sc/277","Dom_Geo_02",2,706012.17,7001607.31,"Alto Potencial",1,2775.65,729.33,223.52,100.34,262.03,1,431.25,695.65,3e+05,c(706012.166523842, 7001607.30870836),695.65
210,13701915,2022-07-18,"Res. Florence","VOLTA GRANDE","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4895/terreno-no-bairro-volta-grande-brusque-venda-RS185000","Dom_Geo_01",1,709722.79,7009842.97,"Baixo Potencial",0,1198.26,246.48,2883.8,988.34,1,3108.45,260,711.54,185000,c(709722.786595891, 7009842.97455601),711.54
211,13677325,2022-07-13,"Rua Ereneu Dalmolini, 200","DOM JOAQUIM","internet","Julio imoveis",NA,"Dom_Geo_03",0,702742.76,6995232.63,"Baixo Potencial",0,1429.03,4956.87,853.29,1,1202.2,915.61,632,712.03,450000,c(702742.764135149, 6995232.63411178),712.03
212,13697848,2022-07-15,"Rua Pedro Cardeal","CEDRINHO","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-385-m-cedrinho-brusque-a-venda-por-280000/TE0212-ZUCC?from=sale","Dom_Geo_03",3,704945.78,6994298.87,"Baixo Potencial",0,1174.75,2612.2,1970.79,47.26,3238.14,1499.66,385,727.27,280000,c(704945.779760516, 6994298.86678389),727.27
213,13723820,2002-07-20,"Rua Clementina Sgrott","SAO PEDRO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4677","Dom_Geo_01",2,706226.88,7002117.95,"Baixo Potencial",0,2476.26,511.31,600.3,366.26,216.79,431.13,535.05,728.9,390000,c(706226.879340759, 7002117.94879422),728.9
214,13647416,2022-07-12,"Lot. San Genaro","PRIMEIRO DE MAIO","internet","Julio imoveis",NA,"Dom_Geo_03",2,707427.29,6998761.08,"Baixo Potencial",0,1421.36,163.25,1196.44,349.49,1,1874.52,465,731.18,340000,c(707427.285037236, 6998761.08126622),731.18
215,13721431,2002-07-20,"Rua Porto Rico","SAO PEDRO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/3765","Dom_Geo_01",2,706067.87,7002997.55,"Baixo Potencial",0,1730.49,794.22,365.71,1,126.01,998.2,259.83,731.25,190000,c(706067.869335892, 7002997.547832),731.25
216,13697398,2022-07-14,"Rua São Pedro","SAO PEDRO","internet","Amo imoveis",NA,"Dom_Geo_01",2,704610.08,7003997.27,"Baixo Potencial",0,984.11,2560.98,16.7,352.09,772.21,607.69,957.21,731.29,7e+05,c(704610.082209429, 7003997.27444262),731.29
217,13735282,2022-07-26,"Rua Helio Imhof","SAO PEDRO",NA,"Baron","https://imobiliariabaron.com.br/imovel/terreno-a-venda-no-bairro-sao-pedro-em-brusque-sc/275","Dom_Geo_01",2,706205.07,7002689.49,"Baixo Potencial",0,2005.21,522.28,293.12,148.99,1,975.81,410,731.71,3e+05,c(706205.067494858, 7002689.4870963),731.71
218,13697601,2022-07-14,"Rua Porto Rico","SAO PEDRO","internet","Moresco","https://imobiliariamoresco.com.br/imovel/3681/terreno-a-venda-sao-pedro--brusque-sc","Dom_Geo_01",2,706064.88,7002959.22,"Baixo Potencial",0,1760.22,773.81,363.79,1,90.44,1021.48,259.5,732.18,190000,c(706064.877689271, 7002959.21548873),732.18
219,13724490,2022-07-22,"Servidão Hoffmann","GUARANI","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2780/terreno-em-condominio-fechado-com-linda-vista---alto-padrao-guarani-brusque-terreno-em-condominio","Dom_Geo_01",2,703233.78,7001412.53,"Baixo Potencial",0,1366.64,3314.17,247.12,734.51,1986.62,2411.59,750,733.33,550000,c(703233.775909041, 7001412.53178618),733.33
220,14320349,2022-09-02,"Rua Francisco Pruner Sobrinho","STEFFEN","internet","Sucesso","https://www.sucessoimoveis.com/imovel/2126/lote-a-venda-steffen--brusquesc","Dom_Geo_01",2,707041.35,7003280.82,"Baixo Potencial",0,1506.73,317.59,47.52,314.03,783.82,1045.64,337.5,740.74,250000,c(707041.348767094, 7003280.82387889),740.74
221,13677326,2022-07-13,"Cond. El Shaday","DOM JOAQUIM","internet","Julio imoveis",NA,"Dom_Geo_03",0,702493.2,6995302.14,"Baixo Potencial",0,1454.83,5215.9,687.5,1,1105.49,855.42,595,756.3,450000,c(702493.204508205, 6995302.13803072),756.3
222,13647415,2022-07-12,"Rua DJ-012","DOM JOAQUIM","internet","Julio imoveis",NA,"Dom_Geo_03",0,703137.05,6994877.37,"Baixo Potencial",0,1354.7,4492.12,1369.87,55.57,1662.05,1017.68,427.5,760.23,325000,c(703137.045823878, 6994877.37055239),760.23
223,13697822,2022-07-15,"Lot. Sao Pedro","STEFFEN","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-a-venda-300-m-por-230000-sao-pedro-brusque-sc/TE0126-ZUCC?from=sale","Dom_Geo_01",2,706820.92,7003603.4,"Baixo Potencial",0,1420.52,705.4,362.55,1,850.52,920.4,300,766.67,230000,c(706820.920084156, 7003603.40057253),766.67
224,13697438,2022-07-14,"Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NA,"Dom_Geo_03",3,706066.38,6997315.75,"Baixo Potencial",0,1286.26,1787.37,174.13,1,1622.05,889.34,542.87,771.82,419000,c(706066.380786068, 6997315.75315569),771.82
226,13750699,2022-07-27,"Rua Clementina Sgrott","SAO PEDRO","internet","Zap","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-sao-luiz-brusque-sc-360m2-id-2571974899/","Dom_Geo_01",2,706221.54,7002091.98,"Baixo Potencial",0,2491.6,519.35,574.33,340.16,201.33,405.37,360,774.33,278760,c(706221.539797848, 7002091.97667154),774.33
227,13697847,2022-07-15,"Cond. El Shaday","DOM JOAQUIM","internet","CHF","https://www.chfimoveis.com.br/imovel/terreno-no-bairro-dom-joaquim-brusque-venda-RS464000/2735","Dom_Geo_03",0,702458.53,6995254.07,"Baixo Potencial",0,1457.01,5237.53,725.29,1,1153.94,798.35,595,779.83,464000,c(702458.526351632, 6995254.06986753),779.83
228,13661181,2022-07-12,"Lot. San Genaro","PRIMEIRO DE MAIO","internet","Julio imoveis",NA,"Dom_Geo_03",2,707746.41,6998780.48,"Baixo Potencial",0,1447.38,408.53,1492.17,358.15,1,1950.61,476.18,787.52,375000,c(707746.413431092, 6998780.47642503),787.52
229,13706238,2022-07-18,"Lot. Ditmar Pavesi","LIMEIRA BAIXA","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4896/terreno-no-bairro-limeira-baixa-brusque-venda-RS240000","Dom_Geo_03",4,712777.91,7002301.1,"Baixo Potencial",0,1206.19,3199.91,3363.85,1,2957.51,1399.01,304.75,787.53,240000,c(712777.910068392, 7002301.10332473),787.53
230,13697809,2022-07-15,"Lot. Jardim das hortencias","SAO JOAO","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-292-m-dom-joaquim-brusque-a-venda-por-230000/TE0261-ZUCC?from=sale","Dom_Geo_03",0,701155.98,6992641.81,"Baixo Potencial",0,1147.37,6503.25,2519.23,618.71,1,329.69,292,787.67,230000,c(701155.980243664, 6992641.81031632),787.67
231,13697428,2022-07-14,"Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NA,"Dom_Geo_03",3,705930.08,6997416.04,"Baixo Potencial",0,1288.45,1828.65,203.56,1,1495.48,731.89,418.9,787.78,330000,c(705930.076119621, 6997416.03962599),787.78
232,13661169,2022-07-12,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,705893.44,6997515.39,"Baixo Potencial",0,1291.86,1800.48,150.37,1,1391.42,680.41,418.9,787.78,330000,c(705893.439838779, 6997515.39093415),787.78
234,13710580,2022-07-18,"Rua Bento Frnacisco Sgrott","PRIMEIRO DE MAIO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4694/terreno-no-bairro-primeiro-de-maio-brusque-venda-RS370000","Dom_Geo_03",2,707407.2,6998789.6,"Baixo Potencial",0,1422.4,160.99,1168.18,330.45,1,1901.09,465,795.7,370000,c(707407.196301325, 6998789.60148472),795.7
