id,ct_bciinsc,inscricao,potencial_construtivo,renda,dist_via_principal,dist_via_secundaria,dist_polo_padrao,dist_polo_valoriz,dist_polo_desvaloriz,area,predicao
10224425,01.26.013.3160,1260133160,0,1834.13,2435.79,478.16,1.0,1617.33,1891.09,400,657.82
10224426,01.26.013.3175,1260133175,0,1844.48,2420.86,485.85,1.0,1609.4,1878.16,400,660.23
10224427,01.26.013.3190,1260133190,0,1854.94,2406.47,484.14,1.0,1601.23,1865.8,400,660.67
10224428,01.26.013.3205,1260133205,0,1865.5,2390.45,482.29,1.0,1592.7,1852.1,400,660.56
10224429,01.26.013.2711,1260132711,0,1842.83,2439.68,550.77,1.0,1570.0,1932.78,400,659.23
10224430,01.26.013.2712,1260132712,0,1852.91,2434.66,565.23,1.0,1554.75,1935.13,400,656.73
10224432,01.26.013.2949,1260132949,0,1861.33,2411.58,552.27,1.0,1544.41,1903.24,400,661.08
10224433,01.26.013.2964,1260132964,0,1873.35,2397.38,550.37,1.0,1534.14,1891.17,400,662.22
10224434,01.26.013.2710,1260132710,0,1840.93,2444.42,535.4,1.0,1584.07,1930.51,400,658.66
10224435,01.26.013.2709,1260132709,0,1838.85,2449.66,520.41,1.0,1599.05,1928.41,400,659.5
10224436,01.26.013.2708,1260132708,0,1828.75,2454.85,505.58,1.0,1613.69,1926.46,400,658.3
10224437,01.26.013.3106,1260133106,0,1846.86,2423.4,507.79,1.0,1587.14,1893.61,400,664.04
10224438,01.26.013.1371,1260131371,0,1703.15,2715.82,386.42,219.19,1808.85,2123.53,400,644.15
10224439,01.26.013.1780,1260131780,0,1746.73,2628.14,418.52,139.72,1745.54,2055.81,400,645.17
10224440,01.26.013.1874,1260131874,0,1752.91,2591.21,392.63,97.07,1742.26,2011.87,400,653.82
10224441,01.26.007.0924,1260070924,0,1710.46,2671.03,325.61,174.94,1823.65,2056.47,400,633.3
10224442,01.26.007.1107,1260071107,0,1705.24,2713.01,364.2,214.98,1847.58,2112.36,400,640.53
10224443,01.26.007.1169,1260071169,0,1685.16,2728.95,344.11,231.18,1856.9,2119.81,400,642.65
10224444,01.26.013.1786,1260131786,0,1743.72,2626.54,390.74,130.31,1762.95,2041.43,400,650.32
10224445,01.26.007.1093,1260071093,0,1701.86,2699.72,342.0,202.42,1840.19,2090.47,400,636.98
10224446,01.26.007.0845,1260070845,0,1709.14,2623.81,172.24,157.45,1812.79,1948.0,400,644.11
10224447,01.26.013.1505,1260131505,0,1743.31,2650.36,453.28,173.92,1733.83,2091.76,400,648.94
10224448,01.26.013.1422,1260131422,0,1728.84,2662.49,387.09,165.92,1751.18,2074.07,400,647.21
10224449,01.26.013.1403,1260131403,0,1720.12,2686.42,386.44,189.76,1765.95,2096.03,400,646.65
10224450,01.26.013.0949,1260130949,0,1689.75,2758.2,415.74,268.38,1821.98,2179.64,400,638.63
10224451,01.26.013.1306,1260131306,0,1706.09,2730.61,430.42,242.96,1801.61,2156.57,400,644.38
10224452,01.26.013.1487,1260131487,0,1737.71,2647.33,388.95,151.9,1747.75,2061.9,400,645.24
10224453,01.26.013.1308,1260131308,0,1706.09,2718.36,426.42,229.84,1792.64,2143.39,400,647.11
10224454,01.26.013.0924,1260130924,0,1686.79,2756.9,393.2,262.04,1834.8,2166.83,400,643.12
10224455,01.26.013.1352,1260131352,0,1703.15,2733.83,387.42,237.37,1819.7,2140.99,400,639.53
10224456,01.26.013.1225,1260131225,0,1716.35,2725.92,504.27,264.96,1739.78,2184.69,400,635.79
10224457,01.26.013.1599,1260131599,0,1750.49,2654.2,516.19,199.24,1689.15,2121.95,400,639.27
10224458,01.26.013.1244,1260131244,0,1716.35,2724.65,494.27,260.21,1751.29,2179.19,400,632.96
10224459,01.26.013.1569,1260131569,0,1748.26,2652.84,495.0,191.32,1701.97,2112.36,400,635.59
10224460,01.26.013.1529,1260131529,0,1745.86,2651.37,472.09,181.56,1716.17,2100.73,400,636.44
10224461,01.26.013.1264,1260131264,0,1711.53,2721.13,463.63,246.24,1765.62,2163.24,400,634.78
10224462,01.26.013.1234,1260131234,0,1714.02,2723.37,483.03,255.28,1758.3,2173.53,400,633.23
10224463,01.26.013.1284,1260131284,0,1708.88,2719.78,444.46,238.2,1779.13,2154.08,400,646.21
10224464,01.26.013.1383,1260131383,0,1714.49,2704.93,386.42,208.25,1773.43,2113.24,400,647.24
10224465,01.26.013.4919,1260134919,0,1949.5,2176.11,656.98,72.26,1307.51,1779.87,400,765.09
10224466,01.26.013.4892,1260134892,0,1949.5,2168.93,638.1,53.6,1327.72,1764.03,400,770.99
10224467,01.26.013.4850,1260134850,0,1949.3,2157.36,617.92,34.02,1338.61,1745.11,400,767.03
10224468,01.26.013.4848,1260134848,0,1948.9,2153.14,599.33,18.09,1349.94,1738.32,400,766.37
10224469,01.26.013.4845,1260134845,0,2002.43,2145.95,611.95,35.93,1353.89,1725.82,400,774.39
10224470,01.16.074.2950,1160742950,0,1871.08,2396.17,546.55,329.06,861.37,1787.38,400,772.21
10224471,01.16.074.3045,1160743045,0,1882.71,2336.84,490.94,298.85,809.6,1774.31,400,765.0
10224472,01.16.074.2951,1160742951,0,1871.08,2381.34,532.71,320.76,848.41,1784.1,400,770.34
10224473,01.16.074.2910,1160742910,0,1850.27,2466.13,649.84,357.58,964.12,1850.72,400,787.2
10224474,01.16.074.2875,1160742875,0,1858.02,2456.66,634.57,353.74,949.7,1846.27,400,786.99
10224475,01.16.074.2859,1160742859,0,1864.36,2411.33,588.32,317.47,906.45,1833.64,400,768.39
10224476,01.16.074.2836,1160742836,0,1883.05,2365.57,541.96,285.11,863.63,1822.22,400,762.65
10224477,01.16.074.2731,1160742731,0,1943.94,2120.94,479.43,71.63,820.12,1836.17,400,838.84
10224478,01.16.074.2732,1160742732,0,1957.48,2197.24,546.77,77.4,911.65,1995.2,400,845.45
10224479,01.16.074.3939,1160743939,0,1900.08,1855.73,26.67,206.31,423.36,1659.19,400,1145.4
10224480,01.16.074.2946,1160742946,0,1859.18,2410.64,559.87,337.61,873.91,1790.67,400,777.41
10224481,01.16.074.4023,1160744023,0,1805.42,2427.33,475.89,484.3,781.25,1595.5,400,761.77
10224482,01.16.074.4004,1160744004,0,1879.98,1916.1,55.03,163.27,415.78,1615.35,400,898.59
10224483,01.16.074.4000,1160744000,0,1805.42,2412.63,461.53,469.95,766.93,1591.77,400,765.8
10224484,01.16.074.4025,1160744025,0,1810.07,2397.92,447.22,455.59,752.64,1588.18,400,784.06
10224486,01.16.074.5880,1160745880,0,1859.14,2344.08,480.4,326.02,794.49,1741.42,400,767.62
10224487,01.16.074.4064,1160744064,0,1860.02,1967.53,72.18,129.42,406.94,1574.16,400,832.73
10224488,01.26.013.2112,1260132112,0,1756.2,2642.78,554.06,202.46,1617.63,2129.92,400,634.08
10224489,01.26.013.2067,1260132067,0,1775.29,2632.63,598.21,205.77,1612.64,2138.6,400,633.08
10224490,01.26.013.2100,1260132100,0,1747.57,2683.22,566.17,245.73,1654.37,2173.06,400,644.32
10224491,01.26.013.1600,1260131600,0,1752.56,2655.55,532.27,206.44,1677.77,2130.77,400,638.41
10224492,01.26.013.2018,1260132018,0,1772.16,2626.61,559.92,187.91,1636.51,2116.4,400,638.09
10224493,01.26.013.1997,1260131997,0,1757.16,2611.27,439.89,134.49,1650.38,2052.96,400,652.18
10224494,01.26.013.2037,1260132037,0,1773.81,2629.86,580.81,197.47,1624.08,2128.19,400,633.56
10224495,01.26.013.1116,1260131116,0,1745.79,2680.84,546.01,237.02,1675.39,2162.34,400,640.61
10224496,01.26.013.1147,1260131147,0,1739.49,2669.88,463.06,196.2,1694.88,2114.24,400,636.26
10224497,01.26.013.0534,1260130534,0,1755.37,2696.23,699.33,311.44,1558.89,2248.42,400,634.11
10224498,01.26.013.2216,1260132216,0,1762.38,2648.65,630.25,236.59,1534.36,2172.3,400,632.92
10224499,01.26.013.0564,1260130564,0,1745.67,2704.62,668.76,305.05,1589.18,2241.56,400,635.19
10224500,01.26.013.2218,1260132218,0,1778.7,2641.67,659.26,237.57,1565.65,2174.71,400,629.12
10224501,01.26.013.2204,1260132204,0,1761.48,2660.25,627.9,241.51,1591.55,2176.75,400,633.53
10224502,01.26.013.2231,1260132231,0,1777.74,2635.57,631.78,218.71,1579.8,2155.04,400,632.88
10224503,01.26.013.2188,1260132188,0,1760.41,2664.8,620.82,245.07,1608.41,2179.85,400,635.95
10224504,01.26.013.2180,1260132180,0,1759.17,2676.56,612.85,254.09,1620.32,2187.38,400,636.44
10224505,01.26.013.2172,1260132172,0,1750.62,2688.19,604.96,262.74,1632.98,2194.43,400,640.73
10224506,01.16.074.2013,1160742013,0,1839.45,2376.62,563.18,274.47,868.58,1648.57,400,767.04
10224507,01.26.012.4188,1260124188,0,1763.59,2708.48,828.26,390.07,1481.24,2311.85,400,514.5
10224508,01.16.074.2921,1160742921,0,1755.98,2559.15,669.72,444.56,974.9,1684.52,400,783.84
10224509,01.26.012.4189,1260124189,0,1751.4,2757.95,925.25,490.94,1452.48,2246.98,400,519.06
10224510,01.26.013.0394,1260130394,0,1772.45,2668.91,769.33,334.61,1483.88,2259.4,400,518.98
10224539,01.26.012.3859,1260123859,0,1739.06,2743.73,690.95,343.21,1603.42,2280.06,400,634.77
10224511,01.26.013.0456,1260130456,0,1772.6,2656.91,735.96,304.42,1474.01,2235.81,400,655.03
10224512,01.26.013.0475,1260130475,0,1764.31,2683.8,749.89,323.32,1529.43,2255.81,400,561.51
10224513,01.26.013.2772,1260132772,0,1820.97,2363.91,404.29,18.11,1391.65,1895.05,400,687.2
10224514,01.26.013.0490,1260130490,0,1764.08,2689.9,735.96,320.61,1544.0,2255.2,400,633.71
10224515,01.26.013.0691,1260130691,0,1714.3,2760.68,539.85,323.29,1711.95,2248.55,400,644.84
10224516,01.26.013.1101,1260131101,0,1737.25,2699.38,539.98,252.04,1676.07,2175.85,400,640.43
10224517,01.26.013.1083,1260131083,0,1728.84,2713.51,533.5,263.51,1694.92,2186.25,400,637.9
10224518,01.26.013.1069,1260131069,0,1720.56,2728.81,526.41,275.94,1707.64,2197.58,400,636.24
10224519,01.26.013.1068,1260131068,0,1712.41,2751.31,520.65,295.0,1735.84,2215.34,400,637.38
10224520,01.26.013.1025,1260131025,0,1697.74,2762.74,459.5,283.92,1761.88,2199.65,400,637.13
10224521,01.26.013.1168,1260131168,0,1730.86,2687.67,458.43,212.15,1711.07,2129.55,400,641.91
10224522,01.26.013.1030,1260131030,0,1702.33,2775.22,507.57,312.94,1772.33,2231.51,400,642.91
10224523,01.26.013.1179,1260131179,0,1722.37,2710.7,466.17,236.02,1730.9,2153.22,400,633.83
10224524,01.26.012.3718,1260123718,0,1721.41,2775.19,638.5,357.85,1673.4,2290.34,400,643.04
10224525,01.26.012.3759,1260123759,0,1737.47,2747.32,650.78,332.7,1643.05,2266.13,400,642.61
10224526,01.26.013.2142,1260132142,0,1733.88,2698.32,565.86,281.07,1621.87,2209.35,400,635.66
10224527,01.26.012.3741,1260123741,0,1728.31,2750.29,639.55,331.92,1661.84,2263.79,400,640.9
10224528,01.26.012.3732,1260123732,0,1728.31,2752.29,628.02,331.92,1669.46,2263.14,400,641.01
10224529,01.26.012.3717,1260123717,0,1719.04,2769.91,620.74,347.11,1685.16,2277.5,400,642.06
10224530,01.26.012.3716,1260123716,0,1727.08,2758.04,611.22,333.19,1683.77,2263.1,400,643.28
10224531,01.26.013.2150,1260132150,0,1742.19,2699.66,592.45,271.23,1647.42,2201.41,400,645.22
10224532,01.26.013.0650,1260130650,0,1722.42,2744.54,545.72,301.61,1708.5,2225.68,400,639.7
10224533,01.26.012.3857,1260123857,0,1740.23,2759.2,747.29,383.93,1578.98,2320.51,400,584.02
10224534,01.26.012.3899,1260123899,0,1748.19,2722.57,757.09,364.58,1529.22,2299.4,400,528.74
10224535,01.26.012.3856,1260123856,0,1748.01,2735.76,738.31,359.13,1569.86,2295.51,400,636.4
10224536,01.26.012.4491,1260124491,0,1736.33,2780.32,918.49,500.16,1472.14,2259.89,400,522.07
10224537,01.26.012.4493,1260124493,0,1732.32,2785.7,959.94,536.92,1438.11,2189.23,400,523.57
10224538,01.26.012.3858,1260123858,0,1739.61,2742.26,719.58,353.06,1592.06,2290.14,400,629.44
10224540,01.26.012.3785,1260123785,0,1730.3,2746.14,664.62,336.75,1626.6,2272.29,400,634.99
10224541,01.26.012.3743,1260123743,0,1721.41,2749.61,647.88,332.5,1659.2,2265.52,400,639.84
10224542,01.26.007.1540,1260071540,0,1669.89,2751.9,300.4,256.91,1903.71,2128.67,400,654.52
10224543,01.26.007.1548,1260071548,0,1632.14,2834.05,275.09,305.62,1970.27,2198.25,400,666.9
10224544,01.26.007.1547,1260071547,0,1631.77,2782.66,183.92,289.31,1936.01,2152.16,400,666.83
10224545,01.26.007.1530,1260071530,0,1658.2,2750.21,256.62,257.05,1914.33,2117.82,400,655.72
10224546,01.26.007.1535,1260071535,0,1654.3,2748.56,228.66,259.8,1930.73,2106.03,400,660.95
10224547,01.26.007.1680,1260071680,0,1661.39,2789.11,318.63,291.1,1905.36,2177.22,400,659.61
10224548,01.26.007.1579,1260071579,0,1677.07,2754.16,324.39,256.3,1880.77,2143.4,400,643.64
10224549,01.26.007.1685,1260071685,0,1650.32,2799.24,293.27,303.32,1929.93,2171.42,400,658.04
10224550,01.26.007.1740,1260071740,0,1635.72,2862.54,299.8,312.21,1980.4,2230.1,400,667.74
10224551,01.26.007.1739,1260071739,0,1635.72,2849.37,306.56,331.04,1967.59,2219.86,400,668.36
10224552,01.26.007.1563,1260071563,0,1665.63,2771.33,317.59,274.77,1910.57,2151.49,400,657.64
10224553,01.26.007.1695,1260071695,0,1642.93,2837.14,311.78,340.67,1955.48,2210.39,400,669.03
10224588,01.26.012.3289,1260123289,0,1625.22,2903.29,319.86,284.28,1988.54,2274.75,400,667.8
10224554,01.26.007.1741,1260071741,0,1617.69,2880.28,178.43,273.52,1998.36,2198.58,400,673.62
10224555,01.26.007.1564,1260071564,0,1665.63,2787.86,308.91,292.31,1928.9,2162.71,400,658.22
10224556,01.26.012.3455,1260123455,0,1675.76,2770.41,372.84,273.63,1869.74,2173.85,400,648.78
10224557,01.26.012.3408,1260123408,0,1675.76,2790.68,366.1,293.17,1886.74,2188.81,400,651.54
10224558,01.26.012.3391,1260123391,0,1667.99,2804.45,358.77,306.63,1899.86,2199.12,400,663.3
10224559,01.26.012.3337,1260123337,0,1642.48,2858.6,338.24,338.53,1950.61,2240.29,400,672.6
10224560,01.26.012.3375,1260123375,0,1657.16,2820.65,351.33,322.63,1914.92,2211.34,400,665.04
10224561,01.26.012.3358,1260123358,0,1649.74,2837.48,342.41,339.4,1930.6,2224.11,400,664.38
10224562,01.26.007.1631,1260071631,0,1680.45,2755.85,347.74,257.82,1873.3,2151.58,400,644.05
10224563,01.26.012.3336,1260123336,0,1635.4,2869.08,331.67,320.77,1961.46,2248.33,400,671.08
10224564,01.26.012.3307,1260123307,0,1632.1,2885.67,325.39,301.96,1974.54,2261.1,400,668.29
10224565,01.26.007.1814,1260071814,0,1618.31,2902.37,274.49,257.95,2025.25,2256.22,400,664.54
10224566,01.26.007.2286,1260072286,0,1585.74,2960.0,228.01,174.89,2072.32,2288.91,400,670.35
10224567,01.26.007.2328,1260072328,0,1574.26,3015.14,264.71,152.53,2124.16,2348.7,400,665.83
10224568,01.26.007.2218,1260072218,0,1601.63,2935.55,257.32,219.72,2063.21,2278.31,400,666.32
10224569,01.26.007.1829,1260071829,0,1614.67,2901.33,260.04,254.39,2036.85,2249.03,400,664.53
10224570,01.26.007.2327,1260072327,0,1583.44,3000.84,264.76,166.24,2110.47,2337.2,400,665.92
10224573,01.26.007.2329,1260072329,0,1576.27,3000.08,250.9,149.19,2126.81,2331.34,400,672.27
10224574,01.26.012.1743,1260121743,0,1611.97,2947.55,308.6,236.58,2026.97,2309.31,400,664.67
10224575,01.26.012.1791,1260121791,0,1611.97,2932.09,312.0,254.89,2014.92,2296.97,400,666.1
10224576,01.26.012.1115,1260121115,0,1581.13,3008.72,302.06,175.61,2100.47,2357.73,400,666.12
10224577,01.26.012.1050,1260121050,0,1578.79,3037.88,315.93,157.84,2112.0,2386.45,400,668.08
10224578,01.26.007.2266,1260072266,0,1605.19,2936.81,277.6,225.43,2048.44,2286.98,400,665.59
10224579,01.26.012.1116,1260121116,0,1584.4,3009.27,312.51,183.05,2089.51,2361.91,400,668.8
10224580,01.26.007.1799,1260071799,0,1618.31,2903.56,289.86,262.57,2014.32,2263.84,400,661.25
10224581,01.26.012.1069,1260121069,0,1581.13,3022.97,301.45,161.13,2101.19,2369.17,400,666.42
10224582,01.26.012.1055,1260121055,0,1575.56,3036.62,300.21,145.78,2125.34,2379.91,400,668.07
10224583,01.26.012.3241,1260123241,0,1631.64,2889.1,364.51,305.03,1955.21,2277.0,400,670.9
10224584,01.26.012.3226,1260123226,0,1628.49,2887.55,349.81,297.68,1965.03,2269.92,400,669.13
10224585,01.26.012.1385,1260121385,0,1593.59,3013.8,366.59,218.43,2047.37,2386.17,400,671.63
10224586,01.26.012.1806,1260121806,0,1615.18,2934.35,342.49,254.66,2005.87,2309.15,400,667.68
10224587,01.26.012.1821,1260121821,0,1618.28,2935.62,356.52,262.53,1995.64,2315.57,400,668.68
10224589,01.26.012.1043,1260121043,0,1587.58,3025.41,332.56,181.81,2082.34,2382.69,400,669.33
10224590,01.26.012.1042,1260121042,0,1581.91,3039.78,336.73,171.87,2093.35,2395.91,400,668.52
10224591,01.26.012.1200,1260121200,0,1587.58,3010.53,329.22,192.67,2071.23,2369.29,400,669.82
10224592,01.26.012.0527,1260120527,0,1547.33,3139.63,335.93,65.74,2213.38,2470.28,400,676.82
10224593,01.26.007.2414,1260072414,0,1563.52,3048.35,262.21,115.13,2158.61,2373.88,400,671.49
10224594,01.26.012.0497,1260120497,0,1544.21,3138.19,311.21,39.33,2232.15,2458.7,400,674.57
10224595,01.26.012.0913,1260120913,0,1551.96,3109.14,316.57,79.23,2189.91,2440.81,400,675.33
10224596,01.26.007.2415,1260072415,0,1560.05,3064.72,258.26,97.74,2175.89,2384.76,400,676.28
10224597,01.26.007.2418,1260072418,0,1536.64,3055.97,127.78,81.58,2172.04,2326.6,400,729.08
10224598,01.26.012.0415,1260120415,0,1498.06,3226.27,367.33,20.91,2302.12,2539.98,400,674.64
10224599,01.26.012.0512,1260120512,0,1544.21,3138.87,323.45,52.71,2222.7,2464.41,400,677.73
10224600,01.26.007.2412,1260072412,0,1568.8,3035.75,262.21,129.46,2145.05,2364.28,400,670.82
10224601,01.26.012.0572,1260120572,0,1553.32,3142.89,374.67,106.49,2186.29,2488.81,400,668.32
10224602,01.26.012.0993,1260120993,0,1568.08,3074.41,340.04,135.57,2134.96,2424.31,400,672.78
10224603,01.26.012.0893,1260120893,0,1562.99,3096.06,341.56,110.56,2153.19,2441.25,400,673.39
10224604,01.26.012.1040,1260121040,0,1570.17,3050.37,299.47,130.98,2122.37,2390.26,400,669.68
10224605,01.26.012.0557,1260120557,0,1553.32,3141.65,361.3,93.27,2195.23,2482.38,400,672.94
10224606,01.26.012.0969,1260120969,0,1556.76,3071.25,295.5,53.62,2144.95,2405.71,400,675.76
10224607,01.26.012.0883,1260120883,0,1559.92,3094.96,326.62,95.85,2167.33,2434.5,400,677.47
10224608,01.26.012.0542,1260120542,0,1550.37,3140.52,348.6,80.23,2204.45,2476.27,400,675.34
10224609,01.26.012.0416,1260120416,0,1500.24,3228.48,380.79,38.59,2280.22,2547.75,400,677.28
10224610,01.26.012.0833,1260120833,0,1571.6,3101.62,399.9,167.2,2119.92,2468.56,400,667.65
10224611,01.26.012.0996,1260120996,0,1576.85,3079.32,386.97,177.99,2105.36,2446.42,400,665.98
10224612,01.26.012.1039,1260121039,0,1576.42,3053.22,340.8,162.17,2104.23,2408.16,400,667.95
10224613,01.26.012.0602,1260120602,0,1558.94,3145.53,401.12,133.74,2168.72,2501.56,400,667.96
10224614,01.26.012.0587,1260120587,0,1556.18,3144.18,387.88,120.08,2177.49,2495.17,400,668.87
10224615,01.26.012.0617,1260120617,0,1561.6,3146.97,414.54,148.27,2160.33,2508.07,400,667.07
10224616,01.26.012.0995,1260120995,0,1574.03,3077.57,371.81,163.74,2115.05,2439.17,400,666.91
10224617,01.26.012.0853,1260120853,0,1568.83,3097.94,362.86,131.5,2129.12,2451.09,400,671.74
10224618,01.26.012.0994,1260120994,0,1571.11,3075.8,355.29,148.79,2124.48,2431.35,400,672.84
10224744,01.26.012.2856,1260122856,0,1666.49,2953.13,767.69,557.33,1721.97,2475.62,400,549.11
10224619,01.26.012.3507,1260123507,0,1666.42,2788.81,374.46,296.85,1846.37,2204.79,400,658.16
10224620,01.26.012.3538,1260123538,0,1644.53,2889.05,410.47,359.44,1923.09,2295.17,400,662.92
10224621,01.26.012.3196,1260123196,0,1634.66,2891.87,394.25,321.45,1935.32,2291.23,400,664.24
10224622,01.26.012.3151,1260123151,0,1634.66,2890.49,379.28,312.94,1945.37,2284.11,400,662.7
10224623,01.26.012.3473,1260123473,0,1660.38,2779.14,353.63,283.81,1860.15,2187.21,400,658.98
10224624,01.26.012.3139,1260123139,0,1659.65,2871.95,440.48,377.68,1863.47,2294.95,400,666.0
10224625,01.26.012.3552,1260123552,0,1682.06,2809.9,461.04,332.94,1823.75,2248.29,400,639.17
10224626,01.26.012.3138,1260123138,0,1666.97,2843.03,450.62,360.26,1851.03,2272.86,400,665.21
10224627,01.26.013.1023,1260131023,0,1695.23,2772.32,451.87,291.43,1805.6,2206.5,400,650.09
10224628,01.26.012.3550,1260123550,0,1682.06,2809.23,471.52,331.67,1830.11,2246.89,400,639.81
10224629,01.26.012.3142,1260123142,0,1654.46,2839.67,425.19,353.17,1863.04,2263.76,400,664.42
10224630,01.26.012.3537,1260123537,0,1679.53,2804.25,446.0,322.58,1831.04,2236.68,400,651.97
10224631,01.26.012.3522,1260123522,0,1669.23,2798.63,411.73,312.62,1839.13,2224.89,400,656.75
10224632,01.26.013.0962,1260130962,0,1692.56,2760.03,435.17,275.04,1808.86,2188.99,400,644.32
10224633,01.26.012.3603,1260123603,0,1673.71,2826.68,522.98,367.93,1796.99,2286.35,400,655.88
10224634,01.26.012.3600,1260123600,0,1664.28,2826.32,508.57,365.79,1800.81,2283.9,400,660.44
10224635,01.26.012.3608,1260123608,0,1675.67,2825.24,535.89,369.38,1790.36,2288.16,400,651.61
10224636,01.26.013.0751,1260130751,0,1704.39,2768.01,512.93,312.17,1750.38,2232.31,400,640.78
10224637,01.26.012.3599,1260123599,0,1664.28,2825.88,492.73,364.37,1803.84,2282.29,400,656.68
10224638,01.26.012.3597,1260123597,0,1679.07,2825.31,515.72,363.19,1805.72,2280.99,400,646.09
10224639,01.26.012.3598,1260123598,0,1679.07,2819.25,495.57,350.52,1806.73,2267.19,400,642.21
10224640,01.26.013.0900,1260130900,0,1692.2,2779.88,474.32,306.83,1785.12,2223.3,400,639.25
10224641,01.26.012.3568,1260123568,0,1676.83,2814.6,478.19,341.77,1817.6,2257.82,400,638.23
10224642,01.26.012.1896,1260121896,0,1626.83,2943.25,432.71,312.44,1948.77,2351.52,400,664.89
10224643,01.26.012.1881,1260121881,0,1626.83,2941.58,417.34,301.95,1957.76,2344.13,400,665.26
10224644,01.26.012.3181,1260123181,0,1637.56,2893.25,409.29,330.46,1925.85,2298.47,400,662.49
10224645,01.26.012.3166,1260123166,0,1640.33,2894.74,424.17,339.8,1916.08,2305.56,400,661.23
10224646,01.26.012.1386,1260121386,0,1596.43,3017.19,396.24,232.0,2031.74,2400.31,400,670.16
10224647,01.26.012.1866,1260121866,0,1624.11,2940.05,402.63,291.94,1967.34,2337.12,400,666.18
10224648,01.26.012.1836,1260121836,0,1618.28,2937.09,372.51,272.21,1985.95,2322.97,400,668.06
10224649,01.26.012.1851,1260121851,0,1621.25,2938.55,387.76,281.83,1976.57,2330.1,400,669.28
10224684,01.26.012.0811,1260120811,0,1576.83,3105.61,439.09,204.67,2096.2,2487.13,400,667.58
10224650,01.26.012.1727,1260121727,0,1602.57,2965.05,303.64,200.19,1999.67,2323.24,400,662.34
10224651,01.26.012.1941,1260121941,0,1634.26,2948.6,476.93,346.14,1921.63,2373.29,400,653.71
10224652,01.26.012.3137,1260123137,0,1645.47,2900.53,469.13,370.79,1889.44,2328.24,400,653.74
10224653,01.26.012.1725,1260121725,0,1616.54,2979.56,449.33,301.1,1958.61,2389.17,400,668.6
10224654,01.26.012.1440,1260121440,0,1604.27,3021.47,435.37,270.8,2001.38,2418.91,400,670.77
10224655,01.26.012.3136,1260123136,0,1642.97,2898.53,453.63,359.89,1898.13,2320.41,400,665.37
10224656,01.26.012.1911,1260121911,0,1629.44,2945.02,447.38,323.41,1939.7,2358.73,400,666.87
10224657,01.26.012.1926,1260121926,0,1631.91,2946.78,462.17,334.58,1930.71,2365.99,400,654.41
10224658,01.26.012.3211,1260123211,0,1642.97,2896.37,439.47,350.08,1907.68,2313.0,400,665.13
10224659,01.26.012.1726,1260121726,0,1613.98,2974.78,410.5,270.34,1976.22,2370.16,400,663.85
10224660,01.26.012.1728,1260121728,0,1623.46,2983.3,478.73,325.48,1912.64,2403.71,400,653.32
10224661,01.26.012.2016,1260122016,0,1640.51,2959.62,552.88,409.48,1877.87,2412.39,400,655.29
10224662,01.26.012.1463,1260121463,0,1614.94,3035.43,545.44,369.81,1945.36,2473.02,400,660.87
10224663,01.26.012.2001,1260122001,0,1640.51,2957.22,537.97,396.51,1886.01,2404.5,400,655.94
10224664,01.26.012.1987,1260121987,0,1638.55,2954.62,520.65,382.56,1894.56,2395.51,400,656.28
10224917,01.27.003.5865,1270035865,0,1541.83,2761.84,458.6,450.59,884.22,1019.81,400,811.29
10224665,01.26.012.1956,1260121956,0,1634.26,2950.56,491.99,358.36,1912.64,2380.84,400,652.35
10224666,01.26.012.1971,1260121971,0,1636.47,2952.67,507.11,370.87,1904.67,2388.55,400,656.51
10224667,01.26.012.3106,1260123106,0,1650.08,2904.7,498.66,392.51,1858.39,2343.27,400,655.03
10224668,01.26.012.3121,1260123121,0,1647.84,2902.92,483.88,381.45,1880.65,2336.12,400,652.48
10224669,01.26.012.0998,1260120998,0,1579.56,3082.13,415.82,204.58,2085.63,2460.47,400,664.32
10224670,01.26.012.0632,1260120632,0,1561.6,3148.43,427.59,162.21,2151.47,2514.41,400,669.91
10224671,01.26.012.0813,1260120813,0,1574.27,3103.03,414.22,180.77,2111.11,2475.3,400,661.07
10224672,01.26.012.0812,1260120812,0,1574.27,3104.41,428.09,193.57,2104.26,2481.86,400,665.42
10224673,01.26.012.1045,1260121045,0,1582.26,3056.79,377.75,191.97,2080.44,2425.19,400,667.39
10224674,01.26.012.0648,1260120648,0,1564.16,3150.02,441.58,176.98,2141.95,2521.24,400,671.39
10224675,01.26.012.1046,1260121046,0,1587.84,3043.06,373.89,199.92,2069.48,2412.72,400,669.38
10224676,01.26.012.0997,1260120997,0,1576.85,3081.19,402.72,192.49,2097.52,2454.02,400,663.82
10224677,01.26.012.1047,1260121047,0,1593.59,3028.42,370.13,208.6,2058.62,2399.43,400,669.01
10224678,01.26.012.0805,1260120805,0,1576.36,3108.28,463.15,227.82,2071.78,2498.71,400,658.82
10224679,01.26.012.0703,1260120703,0,1566.63,3147.09,456.9,193.06,2118.75,2528.79,400,662.17
10224680,01.26.012.0705,1260120705,0,1571.24,3148.35,482.53,223.62,2105.44,2536.59,400,661.93
10224681,01.26.012.0810,1260120810,0,1574.05,3106.94,451.97,215.72,2089.42,2493.26,400,672.36
10224682,01.26.012.1000,1260121000,0,1582.17,3083.42,432.87,220.69,2074.91,2467.57,400,669.76
10224683,01.26.012.1431,1260121431,0,1595.91,3037.7,438.36,260.04,2033.73,2433.28,400,670.77
