id,ct_bciinsc,inscricao,potencial_construtivo,renda,dist_via_principal,dist_via_secundaria,dist_polo_padrao,dist_polo_valoriz,dist_polo_desvaloriz,area,predicao
10231092,01.28.011.1787,1280111787,0,1396.37,5480.29,29.94,332.91,325.77,1586.44,400,1004.2
10231674,01.28.015.2838,1280152838,0,1383.0,6818.08,6.37,513.74,1649.67,1590.13,400,846.24
10201764,01.10.014.1251,1100141251,0,1263.03,309.96,1133.11,560.33,1557.48,1363.54,400,502.21
10201256,01.01.011.3493,1010113493,0,1303.41,89.89,332.71,561.67,1807.39,1389.87,400,660.28
10201257,01.01.011.3473,1010113473,0,1302.41,36.55,270.58,577.43,1827.75,1397.02,400,674.28
10201258,01.01.011.3415,1010113415,1,1301.82,24.2,254.39,631.99,1872.54,1420.98,400,1284.29
10201259,01.01.011.3417,1010113417,1,1301.82,25.19,254.39,639.46,1878.54,1433.92,400,1288.63
10201478,01.01.016.0157,1010160157,0,1341.5,345.94,423.43,1.0,955.3,983.57,400,605.78
10201260,01.01.011.3411,1010113411,1,1301.82,1.0,205.34,649.56,1911.94,1436.92,400,1280.94
10201261,01.01.014.0006,1010140006,1,1297.92,145.23,5.24,853.51,2148.7,1549.97,400,1626.83
10201262,01.01.011.3413,1010113413,1,1301.82,32.0,254.84,649.72,1894.53,1446.52,400,1288.97
10201263,01.01.011.3577,1010113577,0,1305.88,162.12,423.69,497.09,1721.59,1359.99,400,605.0
10201264,01.01.011.4747,1010114747,1,1303.41,127.85,362.01,535.58,1730.23,1405.25,400,1259.05
10201265,01.01.011.3565,1010113565,0,1305.4,153.17,412.84,505.34,1733.48,1363.46,400,609.07
10201266,01.01.011.3554,1010113554,0,1305.4,144.13,401.5,512.77,1744.52,1366.27,400,617.26
10201267,01.01.011.3529,1010113529,0,1304.92,126.33,378.35,521.33,1756.28,1370.07,400,629.52
10201268,01.01.011.3518,1010113518,0,1303.9,125.61,377.41,540.71,1780.84,1379.88,400,629.6
10201269,01.01.011.3517,1010113517,0,1303.9,115.55,364.85,541.5,1781.84,1380.29,400,641.92
10201270,01.01.011.3505,1010113505,0,1303.41,105.9,352.53,551.39,1794.89,1384.79,400,647.36
10201271,01.01.011.3637,1010113637,0,1307.24,204.65,478.61,454.69,1661.46,1340.0,400,583.66
10201272,01.01.011.4729,1010114729,0,1307.21,276.88,545.75,452.28,1596.85,1366.34,400,562.66
10201273,01.01.011.4727,1010114727,1,1303.41,193.6,439.45,471.65,1624.62,1374.74,400,1272.57
10201274,01.01.011.4411,1010114411,0,1306.82,267.94,534.36,464.61,1616.51,1371.59,400,563.61
10201275,01.01.011.3625,1010113625,0,1306.79,197.26,469.09,464.5,1676.19,1344.4,400,589.32
10201276,01.01.011.3614,1010113614,0,1306.79,190.49,460.26,471.29,1686.11,1347.49,400,593.12
10201277,01.01.011.3601,1010113601,0,1306.34,182.49,449.78,477.84,1695.34,1350.61,400,600.2
10201278,01.01.011.3589,1010113589,0,1306.34,171.39,435.24,485.8,1706.33,1354.47,400,604.16
10201279,01.01.014.0015,1010140015,0,1302.05,10.96,211.82,608.56,1906.95,1371.54,400,713.01
10201280,01.01.014.0031,1010140031,0,1301.24,44.78,172.05,627.93,1944.11,1363.62,400,679.03
10201281,01.01.011.4733,1010114733,0,1297.92,119.81,83.6,726.99,2051.18,1420.83,400,763.85
10201282,01.01.014.0010,1010140010,0,1302.05,7.87,206.19,622.98,1917.0,1386.15,400,712.96
10201283,01.01.014.0004,1010140004,1,1297.92,154.83,5.34,828.83,2137.9,1514.73,400,1626.17
10201284,01.01.014.0035,1010140035,0,1300.59,54.4,157.44,639.73,1956.93,1370.3,400,669.63
10201285,01.01.014.0030,1010140030,0,1301.87,36.66,183.49,614.83,1929.75,1356.35,400,679.57
10201286,01.01.014.0025,1010140025,0,1302.49,27.03,196.68,596.56,1909.01,1347.12,400,676.43
10201287,01.01.011.3143,1010113143,0,1306.5,10.61,295.28,488.13,1803.85,1271.08,400,701.6
10201378,01.01.016.0130,1010160130,0,1329.66,219.9,309.67,1.0,1314.7,941.0,400,578.31
10201346,01.01.011.4739,1010114739,0,1310.14,390.24,605.82,374.0,1450.75,1337.0,400,549.87
10201288,01.01.011.3234,1010113234,0,1303.93,8.11,251.54,537.78,1807.86,1351.54,400,710.9
10201289,01.01.011.3235,1010113235,0,1303.39,36.27,279.8,588.17,1842.29,1384.18,400,666.2
10201290,01.01.011.3255,1010113255,0,1302.29,2.12,239.18,600.14,1857.97,1389.28,400,712.7
10201291,01.01.011.3230,1010113230,0,1302.76,8.35,253.86,591.76,1868.1,1374.43,400,712.14
10201292,01.01.011.3203,1010113203,0,1303.82,8.65,264.13,568.32,1853.17,1351.29,400,708.18
10201293,01.01.014.0020,1010140020,0,1303.11,10.96,218.48,583.75,1890.57,1343.98,400,711.17
10201294,01.01.011.3306,1010113306,0,1301.82,1.14,224.53,634.34,1902.75,1415.74,400,712.46
10201295,01.01.011.3697,1010113697,0,1308.54,251.01,508.57,417.13,1601.81,1322.8,400,565.04
10201296,01.01.011.3709,1010113709,0,1308.95,259.77,512.86,410.29,1589.94,1319.97,400,562.08
10201297,01.01.011.3685,1010113685,0,1308.11,241.21,503.74,423.87,1613.43,1325.7,400,568.58
10201298,01.01.011.3661,1010113661,0,1307.68,215.69,492.78,439.03,1638.56,1332.28,400,577.18
10201299,01.01.011.3674,1010113674,0,1308.11,232.06,499.38,431.56,1626.4,1329.01,400,571.52
10201300,01.01.011.3149,1010113149,0,1309.33,112.59,380.49,399.86,1684.3,1249.82,400,630.48
10201301,01.01.011.3192,1010113192,0,1306.58,8.82,269.26,420.12,1709.94,1257.28,400,699.59
10201302,01.01.011.3195,1010113195,0,1305.47,77.27,339.43,458.85,1709.94,1315.47,400,657.25
10201303,01.01.014.0023,1010140023,0,1301.43,85.32,140.8,642.08,1977.57,1345.0,400,707.81
10201304,01.01.014.0017,1010140017,0,1300.75,96.75,118.01,657.4,1993.51,1354.27,400,774.64
10201305,01.01.014.1390,1010141390,0,1303.96,270.14,3.38,618.92,2009.01,1171.87,400,838.04
10201306,01.01.014.1428,1010141428,0,1303.21,249.72,9.67,621.75,2009.0,1195.67,400,840.68
10201307,01.01.014.0005,1010140005,0,1300.06,100.85,107.09,673.2,2001.22,1365.34,400,769.17
10201308,01.01.014.1407,1010141407,0,1303.59,261.48,4.76,620.49,2009.47,1184.86,400,837.82
10201309,01.01.015.0015,1010150015,0,1299.91,311.26,6.86,699.34,2087.41,1243.64,400,885.07
10201310,01.01.014.1374,1010141374,0,1304.34,281.65,4.09,620.72,2011.05,1157.44,400,837.86
10201311,01.01.014.0415,1010140415,0,1315.28,7.55,170.86,327.93,1706.32,1061.49,400,690.47
10202104,01.01.011.4277,1010114277,0,1377.55,662.77,648.43,247.73,1.0,924.4,400,653.04
10201312,01.01.014.0347,1010140347,0,1304.25,7.88,4.22,347.59,1722.9,1078.05,400,831.51
10201313,01.01.011.3144,1010113144,0,1308.82,52.2,342.27,425.67,1733.13,1242.52,400,649.62
10201379,01.01.011.2150,1010112150,0,1326.4,239.28,331.65,1.18,1333.18,960.37,400,577.27
10201347,01.01.011.4738,1010114738,0,1312.01,439.81,632.69,338.42,1372.15,1327.38,400,532.91
10201314,01.01.014.1330,1010141330,0,1310.46,21.56,105.34,346.44,1726.16,1057.12,400,696.36
10201315,01.01.011.3141,1010113141,0,1307.67,26.77,327.8,458.49,1770.05,1257.36,400,664.72
10201316,01.01.014.0156,1010140156,0,1308.58,11.97,246.27,439.63,1789.93,1190.55,400,696.24
10201317,01.01.014.0287,1010140287,0,1307.42,12.49,264.74,487.8,1823.9,1235.49,400,698.5
10201318,01.01.014.0160,1010140160,0,1303.4,12.6,156.48,536.54,1859.49,1289.66,400,707.28
10201319,01.01.014.0439,1010140439,0,1316.44,10.36,137.76,305.44,1689.43,1024.86,400,687.59
10201320,01.01.014.0465,1010140465,0,1317.17,9.99,128.61,288.97,1675.79,1005.78,400,694.77
10201321,01.01.011.2945,1010112945,0,1317.37,7.82,200.81,262.27,1633.91,1035.74,400,678.43
10201322,01.01.011.3021,1010113021,0,1316.11,7.06,207.61,258.71,1601.24,1050.78,400,673.41
10201323,01.01.014.0419,1010140419,0,1315.87,10.47,143.67,315.67,1697.7,1037.2,400,684.94
10201324,01.01.011.3085,1010113085,0,1312.93,12.7,246.98,349.99,1699.35,1134.54,400,692.81
10201325,01.01.011.3130,1010113130,0,1310.55,13.29,275.23,370.31,1705.82,1172.78,400,687.51
10201326,01.01.011.3132,1010113132,0,1309.37,12.51,298.08,386.02,1705.82,1203.75,400,686.2
10201327,01.01.011.3745,1010113745,0,1309.37,285.78,526.05,389.41,1554.61,1311.8,400,556.57
10201328,01.01.011.3734,1010113734,0,1309.37,277.43,521.86,396.51,1567.02,1314.49,400,559.67
10201329,01.01.011.4731,1010114731,0,1307.98,300.58,560.35,436.7,1572.03,1360.16,400,561.05
10201330,01.01.011.3721,1010113721,0,1308.95,268.74,517.33,403.65,1578.43,1317.33,400,560.62
10201331,01.01.011.4730,1010114730,0,1307.6,291.68,556.13,444.75,1584.85,1363.35,400,563.89
10201332,01.01.011.4743,1010114743,0,1309.79,381.42,601.29,380.13,1462.21,1338.93,400,558.48
10201333,01.01.011.4734,1010114734,0,1309.44,354.28,587.34,392.22,1486.85,1343.06,400,562.14
10201334,01.01.011.4736,1010114736,0,1309.44,372.04,596.47,385.99,1474.42,1340.88,400,561.11
10201335,01.01.011.3805,1010113805,0,1310.57,329.79,548.28,354.73,1495.37,1298.87,400,552.47
10201336,01.01.011.3793,1010113793,0,1310.57,320.29,543.46,360.72,1505.23,1301.09,400,557.68
10201337,01.01.011.4732,1010114732,0,1308.35,310.36,565.03,404.01,1511.35,1347.47,400,560.54
10201338,01.01.011.3781,1010113781,0,1310.17,312.3,539.41,367.93,1518.65,1303.77,400,552.9
10201339,01.01.011.3769,1010113769,0,1310.17,303.46,534.93,374.23,1530.57,1306.11,400,552.85
10201340,01.01.011.3757,1010113757,0,1309.77,293.98,530.17,381.43,1542.55,1308.8,400,554.43
10201341,01.01.011.4737,1010114737,0,1311.65,416.65,619.86,349.54,1400.1,1330.68,400,541.21
10201342,01.01.011.4744,1010114744,0,1312.72,464.46,645.75,329.88,1346.44,1325.41,400,533.76
10201343,01.01.011.4746,1010114746,0,1312.37,455.71,641.21,334.23,1359.5,1326.32,400,534.55
10201344,01.01.011.4742,1010114742,0,1313.07,473.85,650.68,325.6,1332.76,1325.38,400,522.54
10201345,01.01.011.4741,1010114741,0,1310.49,408.59,615.26,362.06,1426.49,1333.62,400,540.35
10201348,01.01.011.4740,1010114740,0,1312.25,557.28,720.76,344.82,1249.45,1368.93,400,514.19
10201508,01.01.015.0440,1010150440,0,1316.11,195.39,3.01,423.22,1805.93,938.62,400,703.56
10201349,01.01.011.4745,1010114745,0,1310.14,399.47,610.55,368.0,1438.66,1335.26,400,549.5
10201350,01.01.011.3914,1010113914,0,1313.7,405.33,588.3,300.66,1386.89,1281.95,400,535.42
10201351,01.01.011.3890,1010113890,0,1312.92,387.33,579.05,315.04,1416.73,1285.64,400,539.33
10201352,01.01.011.3902,1010113902,0,1313.31,392.33,581.62,306.14,1399.2,1283.33,400,543.24
10201353,01.01.011.3878,1010113878,0,1312.92,379.39,574.95,318.51,1423.93,1286.61,400,546.63
10201354,01.01.011.3854,1010113854,0,1312.52,362.61,565.98,330.39,1447.13,1290.34,400,560.24
10201355,01.01.011.3817,1010113817,0,1310.96,338.04,552.47,348.25,1483.47,1296.46,400,553.43
10201356,01.01.011.3842,1010113842,0,1311.34,354.51,561.43,336.52,1459.12,1292.33,400,561.06
10201357,01.01.011.3830,1010113830,0,1311.34,347.22,557.21,342.61,1471.45,1294.43,400,559.63
10201358,01.01.011.3866,1010113866,0,1312.52,370.98,570.56,324.13,1435.15,1288.28,400,551.55
10201359,01.01.011.4022,1010114022,0,1315.64,486.35,630.61,260.71,1276.43,1274.25,400,518.97
10201360,01.01.011.4010,1010114010,0,1315.64,476.17,624.95,264.54,1288.19,1274.6,400,520.02
10201361,01.01.011.3998,1010113998,0,1315.26,467.11,620.1,269.08,1302.14,1275.17,400,521.17
10201362,01.01.011.3986,1010113986,0,1314.87,457.76,615.27,273.14,1314.59,1275.8,400,528.05
10201363,01.01.011.3974,1010113974,0,1314.87,448.93,610.71,277.61,1326.85,1276.57,400,524.17
10201364,01.01.011.3962,1010113962,0,1314.48,439.28,605.75,281.91,1338.78,1277.43,400,525.49
10201365,01.01.011.3950,1010113950,0,1314.48,430.57,601.28,286.61,1351.26,1278.49,400,526.31
10201366,01.01.011.3926,1010113926,0,1313.7,413.89,592.69,295.61,1375.24,1280.7,400,536.17
10201367,01.01.011.3938,1010113938,0,1314.09,422.31,597.03,291.03,1363.25,1279.57,400,526.12
10201368,01.01.011.4130,1010114130,0,1317.99,563.7,680.34,236.66,1171.81,1273.3,400,576.01
10201369,01.01.011.4094,1010114094,0,1317.2,537.65,661.72,239.3,1206.75,1272.28,400,531.39
10201370,01.01.011.4106,1010114106,0,1317.2,545.44,666.96,237.55,1194.63,1272.28,400,556.84
10201371,01.01.011.4070,1010114070,0,1316.81,520.22,650.49,245.48,1228.9,1272.92,400,521.17
10201372,01.01.011.4118,1010114118,0,1317.6,553.62,672.79,236.66,1183.24,1272.49,400,562.89
10201373,01.01.011.4082,1010114082,0,1316.81,529.05,656.09,241.99,1216.02,1272.59,400,532.83
10201374,01.01.011.4058,1010114058,0,1316.42,509.46,643.31,249.41,1241.24,1272.46,400,518.79
10201375,01.01.011.4046,1010114046,0,1316.03,500.43,638.15,252.73,1255.42,1272.46,400,514.97
10201376,01.01.011.4034,1010114034,0,1316.03,494.92,635.43,257.2,1267.43,1273.17,400,515.15
10201377,01.01.016.0129,1010160129,0,1330.34,255.17,336.51,1.0,1304.1,940.89,400,573.72
10201380,01.01.011.2930,1010112930,0,1321.98,7.75,195.33,1.0,1345.67,942.19,400,697.27
10201381,01.01.011.2891,1010112891,0,1321.41,5.21,168.49,175.56,1561.38,968.29,400,656.83
10201414,01.01.016.0175,1010160175,0,1335.87,404.57,430.22,1.0,1064.45,1011.77,400,607.23
10201415,01.01.011.2135,1010112135,0,1332.88,420.19,451.14,1.0,1112.56,1037.86,400,600.78
10201382,01.01.011.3074,1010113074,0,1318.36,10.0,241.09,49.97,1359.9,1002.89,400,690.27
10201383,01.01.011.2176,1010112176,0,1320.6,285.38,398.51,80.42,1350.93,1051.39,400,559.99
10201384,01.01.011.2910,1010112910,0,1321.45,5.6,177.48,34.22,1407.48,951.34,400,688.73
10201385,01.01.011.3140,1010113140,0,1313.61,79.78,330.37,176.15,1389.08,1142.05,400,642.02
10201386,01.01.016.0122,1010160122,0,1333.71,288.19,360.13,1.0,1219.88,942.55,400,575.56
10201387,01.01.016.0189,1010160189,0,1331.12,315.39,397.71,1.0,1232.03,979.31,400,560.04
10201388,01.01.016.0123,1010160123,0,1333.03,282.5,361.56,1.0,1232.39,941.74,400,570.87
10201389,01.01.016.0124,1010160124,0,1332.36,277.11,363.34,1.0,1244.49,941.17,400,570.5
10201390,01.01.016.0206,1010160206,0,1331.42,289.22,375.92,1.0,1248.05,979.47,400,572.44
10201391,01.01.016.0125,1010160125,0,1332.36,271.6,365.77,1.0,1256.65,940.57,400,566.73
10201392,01.01.016.0126,1010160126,0,1331.68,267.2,358.95,1.0,1268.68,940.57,400,569.54
10201393,01.01.016.0127,1010160127,0,1331.68,263.19,351.16,1.0,1280.67,941.19,400,571.89
10201394,01.01.016.0128,1010160128,0,1331.01,258.12,342.8,1.0,1292.6,940.89,400,574.71
10201395,01.01.016.0121,1010160121,0,1333.71,294.38,358.22,1.0,1208.7,943.12,400,587.27
10201396,01.01.016.0118,1010160118,0,1335.06,308.58,354.46,1.0,1172.0,942.0,400,619.84
10201397,01.01.016.0187,1010160187,0,1331.77,326.28,395.66,1.0,1208.17,979.2,400,569.29
10201398,01.01.016.0185,1010160185,0,1333.06,343.55,400.85,1.0,1183.86,987.25,400,588.21
10201399,01.01.016.0184,1010160184,0,1333.06,352.62,403.62,1.0,1172.19,991.01,400,602.35
10201400,01.01.016.0119,1010160119,0,1334.38,302.82,354.7,1.0,1184.55,941.45,400,610.82
10201401,01.01.016.0186,1010160186,0,1332.41,335.78,398.83,1.0,1196.74,984.04,400,583.32
10201402,01.01.016.0120,1010160120,0,1334.38,297.36,355.15,1.0,1196.57,941.27,400,605.53
10201403,01.01.016.0188,1010160188,0,1331.77,321.68,395.66,1.0,1220.32,979.2,400,559.35
10201404,01.01.011.4728,1010114728,0,1313.22,485.66,657.41,273.66,1130.6,1320.21,400,611.09
10201405,01.01.011.2159,1010112159,0,1332.26,405.83,446.52,1.0,1136.86,1034.5,400,607.2
10201406,01.01.011.2175,1010112175,0,1331.64,396.6,444.62,1.0,1150.82,1032.61,400,623.96
10201407,01.01.011.4142,1010114142,0,1317.99,573.94,687.14,235.22,1158.65,1275.2,400,603.8
10201408,01.01.011.4154,1010114154,0,1318.39,582.66,686.1,229.59,1143.78,1274.1,400,612.2
10201409,01.01.016.0171,1010160171,0,1337.17,391.55,438.52,1.0,1016.45,1014.35,400,617.2
10201410,01.01.016.0172,1010160172,0,1336.52,394.62,436.55,1.0,1028.45,1014.31,400,617.7
10201411,01.01.016.0173,1010160173,0,1336.52,397.97,434.82,1.0,1040.45,1014.17,400,616.85
10201412,01.01.016.0174,1010160174,0,1335.87,401.19,433.39,1.0,1052.45,1014.05,400,614.19
10201413,01.01.011.2123,1010112123,0,1333.5,427.05,453.9,1.0,1088.59,1039.51,400,603.63
10201446,01.01.016.0138,1010160138,0,1344.3,333.11,458.53,1.0,876.24,991.86,400,586.47
10201416,01.01.011.3200,1010113200,0,1314.99,140.21,420.88,157.69,1120.51,1207.0,400,680.21
10201417,01.01.011.2147,1010112147,0,1332.88,413.57,448.82,1.0,1124.88,1036.3,400,604.29
10201418,01.01.016.0153,1010160153,0,1341.17,367.63,476.27,1.0,897.85,1020.43,400,594.55
10201419,01.01.016.0152,1010160152,0,1341.17,365.37,481.7,1.0,886.19,1021.9,400,594.2
10201420,01.01.016.0151,1010160151,0,1341.86,364.11,487.32,1.0,873.97,1023.59,400,591.72
10201421,01.01.016.0154,1010160154,0,1340.5,369.26,471.35,1.0,909.88,1019.22,400,589.1
10201422,01.01.016.0155,1010160155,0,1340.5,370.9,466.31,1.0,921.44,1018.01,400,592.07
10201423,01.01.016.0156,1010160156,0,1339.82,372.83,462.9,1.0,933.73,1017.83,400,605.49
10201424,01.01.016.0169,1010160169,0,1337.83,384.86,443.12,1.0,992.45,1014.25,400,614.6
10201425,01.01.011.2080,1010112080,0,1336.14,421.23,487.07,1.0,974.81,1056.24,400,597.63
10201426,01.01.016.0170,1010160170,0,1337.83,388.08,440.75,1.0,1004.45,1014.33,400,616.53
10201427,01.01.016.0212,1010160212,0,1336.73,379.68,398.99,1.0,1085.58,982.05,400,610.06
10201428,01.01.016.0177,1010160177,0,1334.58,400.65,420.56,1.0,1088.79,1004.5,400,604.16
10201429,01.01.016.0196,1010160196,0,1335.39,326.28,392.42,1.0,1097.58,979.2,400,628.23
10201430,01.01.016.0178,1010160178,0,1334.58,394.74,417.98,1.0,1100.95,1003.32,400,605.26
10201431,01.01.016.0179,1010160179,0,1333.95,389.1,416.23,1.0,1112.16,1002.74,400,604.81
10201432,01.01.016.0180,1010160180,0,1333.95,382.21,413.9,1.0,1124.31,1001.32,400,610.86
10201433,01.01.016.0182,1010160182,0,1333.7,368.2,408.73,1.0,1148.33,996.79,400,620.52
10201434,01.01.016.0181,1010160181,0,1333.31,373.76,409.42,1.0,1136.63,997.31,400,613.61
10201435,01.01.016.0183,1010160183,0,1333.7,361.28,407.2,1.0,1160.0,995.09,400,604.8
10201436,01.01.016.0159,1010160159,0,1340.81,350.91,416.04,1.0,980.45,982.99,400,617.3
10201437,01.01.016.0160,1010160160,0,1340.12,354.29,413.09,1.0,992.31,983.0,400,617.68
10201438,01.01.016.0161,1010160161,0,1338.31,357.77,410.47,1.0,1003.95,983.13,400,618.42
10201439,01.01.016.0162,1010160162,0,1338.31,361.26,407.89,1.0,1016.58,983.11,400,619.01
10201440,01.01.016.0163,1010160163,0,1337.64,364.47,405.78,1.0,1028.58,983.07,400,618.49
10201441,01.01.016.0164,1010160164,0,1337.64,367.79,403.9,1.0,1040.58,982.92,400,619.07
10201442,01.01.016.0165,1010160165,0,1336.98,371.01,402.41,1.0,1052.57,982.82,400,610.17
10201443,01.01.016.0210,1010160210,0,1336.32,374.27,400.36,1.0,1064.58,982.33,400,614.42
10201477,01.01.016.0099,1010160099,0,1343.36,307.54,401.04,1.0,933.72,951.52,400,612.97
10201444,01.01.016.0176,1010160176,0,1335.23,405.64,426.36,1.0,1076.49,1008.51,400,606.57
10201445,01.01.016.0167,1010160167,0,1338.49,378.64,449.22,1.0,967.05,1014.27,400,613.49
10201610,01.01.015.1229,1010151229,0,1345.81,197.88,64.83,1.0,1351.03,422.94,400,645.98
10201447,01.01.016.0168,1010160168,0,1338.49,381.22,446.28,1.0,980.43,1014.27,400,619.62
10201448,01.01.016.0141,1010160141,0,1342.89,338.35,442.16,1.0,911.39,987.8,400,595.11
10201449,01.01.016.0140,1010160140,0,1343.6,336.67,447.23,1.0,899.12,988.91,400,594.5
10201450,01.01.016.0139,1010160139,0,1343.6,335.09,453.06,1.0,887.17,990.41,400,595.16
10201451,01.01.016.0142,1010160142,0,1342.89,340.18,437.46,1.0,922.9,987.09,400,597.37
10201452,01.01.016.0166,1010160166,0,1339.15,376.05,452.84,1.0,955.34,1014.67,400,609.84
10201453,01.01.016.0143,1010160143,0,1342.19,342.74,432.62,1.0,934.75,986.29,400,610.85
10201454,01.01.016.0110,1010160110,0,1338.47,339.22,360.95,1.0,1076.59,942.99,400,626.7
10201455,01.01.016.0115,1010160115,0,1336.42,325.1,355.06,1.0,1136.71,942.9,400,632.05
10201456,01.01.016.0112,1010160112,0,1337.79,341.17,358.7,1.0,1100.71,943.51,400,624.48
10201457,01.01.016.0116,1010160116,0,1335.74,319.62,354.68,1.0,1148.45,942.74,400,640.05
10201458,01.01.016.0117,1010160117,0,1335.74,314.38,354.46,1.0,1160.7,942.36,400,619.83
10201459,01.01.016.0113,1010160113,0,1337.1,335.69,357.06,1.0,1112.71,943.3,400,622.27
10201460,01.01.011.2174,1010112174,0,1329.19,255.16,346.98,1.0,1091.79,969.65,400,648.13
10201461,01.01.016.0111,1010160111,0,1337.79,343.49,360.7,1.0,1088.62,943.72,400,625.67
10201462,01.01.016.0114,1010160114,0,1336.42,330.41,355.87,1.0,1124.71,943.1,400,622.44
10201463,01.01.016.0101,1010160101,0,1343.08,310.51,383.99,1.0,968.03,945.0,400,625.39
10201464,01.01.016.0102,1010160102,0,1343.08,314.87,380.3,1.0,980.61,945.63,400,626.92
10201465,01.01.016.0103,1010160103,0,1341.25,318.31,377.16,1.0,992.25,945.58,400,634.71
10201466,01.01.016.0104,1010160104,0,1340.55,321.54,374.38,1.0,1004.16,945.7,400,635.46
10201467,01.01.016.0105,1010160105,0,1341.65,321.05,368.3,1.0,1013.24,942.46,400,636.37
10201468,01.01.016.0106,1010160106,0,1339.85,328.81,369.36,1.0,1028.19,945.99,400,635.97
10201469,01.01.016.0107,1010160107,0,1339.85,330.2,364.41,1.0,1040.39,942.93,400,627.94
10201470,01.01.016.0109,1010160109,0,1338.47,335.9,361.73,1.0,1064.31,942.85,400,627.21
10201471,01.01.016.0108,1010160108,0,1339.16,332.37,362.66,1.0,1052.32,942.84,400,627.87
10201472,01.01.016.0094,1010160094,0,1346.7,294.03,424.87,1.0,875.29,952.93,400,605.21
10201473,01.01.016.0097,1010160097,0,1345.24,300.57,409.15,1.0,910.42,950.89,400,594.17
10201474,01.01.016.0096,1010160096,0,1345.97,298.52,413.98,1.0,899.16,951.1,400,594.57
10201475,01.01.016.0095,1010160095,0,1345.97,296.23,419.28,1.0,887.53,952.01,400,595.89
10201476,01.01.016.0098,1010160098,0,1345.24,303.97,405.46,1.0,922.84,951.08,400,596.88
10201479,01.01.016.0100,1010160100,0,1343.8,307.41,387.5,1.0,955.96,945.0,400,620.85
10201480,01.01.016.0158,1010160158,0,1340.81,348.21,419.41,1.0,968.59,983.03,400,610.04
10201481,01.01.014.1258,1010141258,0,1307.63,269.25,6.41,565.48,1956.43,1086.55,400,773.39
10201482,01.01.014.1260,1010141260,0,1307.63,283.97,6.77,584.34,1975.37,1102.96,400,793.59
10201483,01.01.014.1352,1010141352,0,1304.7,308.5,4.59,636.89,2028.0,1144.49,400,840.41
10201484,01.01.014.1320,1010141320,0,1306.78,296.09,7.13,599.83,1990.85,1112.14,400,795.02
10201485,01.01.014.1350,1010141350,0,1305.55,295.08,6.05,620.73,2011.66,1130.55,400,837.62
10201486,01.01.014.1124,1010141124,0,1317.91,89.44,64.97,329.46,1719.8,953.82,400,647.02
10201487,01.01.014.1125,1010141125,0,1317.91,100.56,58.77,344.15,1734.61,960.56,400,660.38
10201488,01.01.014.1126,1010141126,0,1317.11,112.47,53.45,359.86,1750.37,968.18,400,666.79
10201489,01.01.014.1127,1010141127,0,1316.31,123.91,46.34,375.06,1765.25,975.8,400,712.58
10201490,01.01.014.1128,1010141128,0,1315.51,137.59,40.89,392.8,1782.92,983.76,400,715.14
10201491,01.01.014.1218,1010141218,0,1313.06,161.16,7.78,424.37,1815.06,990.45,400,722.72
10201492,01.01.014.1430,1010141430,0,1308.04,146.04,18.41,479.19,1868.96,1049.25,400,741.72
10201493,01.01.014.1220,1010141220,0,1310.14,232.15,7.07,517.59,1908.44,1051.75,400,722.88
10201494,01.01.014.1237,1010141237,0,1308.47,253.3,6.41,544.58,1935.49,1071.88,400,744.17
10201495,01.01.011.2635,1010112635,0,1328.61,93.11,192.86,30.27,1420.93,883.7,400,628.87
10201496,01.01.011.2802,1010112802,0,1326.38,5.85,126.73,59.72,1450.55,858.26,400,712.43
10201497,01.01.011.2889,1010112889,0,1324.25,5.21,152.88,98.69,1485.66,906.92,400,667.04
10201498,01.01.011.2827,1010112827,0,1324.21,5.4,146.36,149.58,1539.67,912.39,400,643.71
10201499,01.01.014.0547,1010140547,0,1321.21,8.74,101.74,223.72,1613.56,928.38,400,666.35
10201500,01.01.014.0531,1010140531,0,1319.84,9.69,133.74,260.64,1650.99,974.96,400,686.44
10201501,01.01.014.0496,1010140496,0,1318.5,9.77,114.63,268.54,1658.14,978.12,400,682.35
10201502,01.01.014.0529,1010140529,0,1319.09,9.43,101.74,249.82,1640.81,951.22,400,673.59
10201503,01.01.014.0496,1010140496,0,1313.99,56.52,41.86,289.8,1679.79,951.22,400,730.22
10201504,01.01.015.0450,1010150450,0,1316.96,177.89,3.16,392.08,1770.32,917.78,400,712.11
10201505,01.01.015.0461,1010150461,0,1317.43,188.23,15.5,398.7,1773.89,913.85,400,705.62
10201506,01.01.014.1132,1010141132,0,1316.0,156.01,9.04,399.49,1788.23,963.71,400,723.89
10201507,01.01.015.0135,1010150135,0,1302.12,320.97,2.84,625.05,2015.46,1090.87,400,778.68
10201509,01.01.015.0432,1010150432,0,1314.4,212.38,2.33,452.94,1838.41,956.75,400,707.11
10201510,01.01.015.0435,1010150435,0,1315.26,207.03,3.01,444.07,1828.91,955.0,400,707.66
10201511,01.01.014.1131,1010141131,0,1314.7,148.68,8.04,407.68,1798.32,978.51,400,731.53
10201512,01.01.015.0455,1010150455,0,1316.57,207.26,25.28,422.75,1799.03,906.91,400,715.43
10201513,01.01.014.0590,1010140590,0,1321.63,8.43,52.6,200.0,1580.6,879.71,400,684.65
10201514,01.01.014.0681,1010140681,0,1324.41,31.33,52.79,226.85,1606.18,853.49,400,649.1
