"id","data","endereco","bairro","fonte","nome","url","dom_geo","cluster","x","y","classe_potencial_construtivo","potencial_construtivo","renda","dist_via_principal","dist_via_secundaria","dist_polo_padrao","dist_polo_valoriz","dist_polo_desvaloriz","area","precounit","preco","wkt_the_geom"
13723822,"2022-07-21","Cond. El Shaday","DOM JOAQUIM","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4912","Dom_Geo_03",0,702496.89,6995282.87,"Baixo Potencial",0,1454.56,5207.47,707.03,1,1124.78,838.76,552.4,841.78,465000,"POINT(702496.8904359275 6995282.873073413)"
13700299,"2022-07-18","Rua Antonio Giraldi","LIMOEIRO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/5117/terreno-no-bairro--brusque-venda-RS380000","Dom_Geo_02",1,710184.71,7006485.83,"Baixo Potencial",0,1334.39,978.15,463.63,650.03,1204.13,1,450,844.44,380000,"POINT(710184.7140256321 7006485.832780686)"
13697677,"2022-07-14",NULL,"SAO LUIZ","opinião","Eduardo jonas imhof","CAI 010/2022","Dom_Geo_02",2,706572.27,7002944.26,"Alto Potencial",1,1790.04,428.79,139.21,489.84,216.00,973.11,3528,850.34,3000000,"POINT(706572.2744145137 7002944.258167159)"
13661178,"2022-07-12","Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NULL,"Dom_Geo_03",3,705794.06,6997533.84,"Baixo Potencial",0,1294.31,1873.61,214.44,1,1360.68,579.88,412,851.19,350692,"POINT(705794.0592947623 6997533.840482142)"
13710555,"2022-07-18","Rua Libera Vasselai","PLANALTO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/2840/terreno-no-bairro-limoeiro-brusque-venda-RS320000","Dom_Geo_03",1,711143.34,7005511.40,"Baixo Potencial",0,1398.29,308.29,293.42,281.22,53.42,510.32,375,853.33,320000,"POINT(711143.3449413349 7005511.397223211)"
13697420,"2022-07-14","Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NULL,"Dom_Geo_03",3,705940.54,6997481.60,"Baixo Potencial",0,1290.05,1781.39,146.00,1,1432.88,730.89,418.9,859.39,360000,"POINT(705940.5430628683 6997481.599643882)"
13677309,"2022-07-13","Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NULL,"Dom_Geo_03",3,705793.02,6997491.68,"Baixo Potencial",0,1291.87,1897.20,240.03,1,1402.58,583.35,465,860.22,400000,"POINT(705793.023904272 6997491.679811821)"
13697813,"2022-07-15","Cond. Reserva Club","AZAMBUJA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-a-venda-403-m-por-350000-azambuja-brusque-sc/TE0246-ZUCC?from=sale","Dom_Geo_03",3,706051.24,6997295.99,"Baixo Potencial",0,1286.01,1811.84,198.82,1,1637.65,880.92,403,868.49,350000,"POINT(706051.2443880695 6997295.989498337)"
13700192,"2022-07-15","Rua Cii 009","CENTRO II","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/42/terreno-no-bairro-centro-brusque-venda-RS1400000","Dom_Geo_02",2,707545.84,6999979.62,"Alto Potencial",1,1706.85,700.20,975.48,32.77,1,1881.10,1599.8,875.11,1400000,"POINT(707545.8446117592 6999979.615747878)"
13647417,"2022-07-12","Rua Jaco Bauer","JARDIM MALUCHE","internet","Julio imoveis",NULL,"Dom_Geo_02",2,704847.53,7000604.41,"Baixo Potencial",0,2300.77,1648.54,535.17,1,1308.77,1198.76,423,886.52,375000,"POINT(704847.5323487507 7000604.4109071605)"
13677319,"2022-07-13","Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NULL,"Dom_Geo_03",3,705882.87,6997455.80,"Baixo Potencial",0,1289.91,1843.26,202.33,1,1448.70,677.77,450,892.26,401517,"POINT(705882.8654247745 6997455.799745914)"
13730997,"2022-07-25","Rua 938 ? Rua Pref. Adolfo Walendowsky","SAO LUIZ","internet","Teresinho Baron","https://www.teresinhabaron.com.br/venda/1338/Terreno-no-bairro-Sao-Luiz","Dom_Geo_02",2,706683.22,7002310.93,"Alto Potencial",1,2240.01,67.12,201.21,611.51,533.11,568.08,608.9,903.27,550000,"POINT(706683.2236538079 7002310.928218706)"
13697881,"2022-07-15","Rua Pedro Noldin","PRIMEIRO DE MAIO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/1811/terreno-no-bairro-primeiro-de-maio-brusque-venda-RS380000","Dom_Geo_03",2,707297.29,6999001.14,"Baixo Potencial",0,1450.55,68.39,998.50,289.37,108.58,2106.33,420,904.76,380000,"POINT(707297.2880876465 6999001.13658626)"
13677324,"2022-07-13","Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NULL,"Dom_Geo_03",3,706086.00,6997294.49,"Baixo Potencial",0,1286.1,1787.19,176.43,1,1647.51,894.63,491.83,914.95,450000,"POINT(706086.0012794146 6997294.490751917)"
13723816,"2022-07-21","Rua São Leopoldo","SAO PEDRO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/2793","Dom_Geo_01",2,705053.57,7002950.40,"Baixo Potencial",0,1356.94,1700.17,645.57,760.46,1047.97,731.32,655.32,915.58,600000,"POINT(705053.5650335887 7002950.398018101)"
13700292,"2022-07-18","Rua Heinrich Hoffmann","CENTRO II","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/1957/terreno-no-bairro-centro-ii-brusque-venda-RS1300000","Dom_Geo_02",2,707153.90,7000347.52,"Alto Potencial",1,2015.77,241.55,446.14,436.95,289.07,1543.88,1415,918.73,1300000,"POINT(707153.9020656364 7000347.524078108)"
13697817,"2022-07-15","Lot. Porto Rico","SAO PEDRO","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-638-m-sao-pedro-brusque-a-venda-por-590000/TE0230-ZUCC?from=sale","Dom_Geo_01",2,706065.39,7002973.31,"Baixo Potencial",0,1745.26,781.62,364.61,1,103.46,1012.38,638,924.76,590000,"POINT(706065.3930805924 7002973.309210953)"
13697412,"2022-07-14","Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NULL,"Dom_Geo_03",3,705932.63,6997446.84,"Baixo Potencial",0,1288.95,1808.24,178.01,1,1465.61,728.34,403,942.93,380000,"POINT(705932.6252297817 6997446.835200578)"
13724488,"2022-07-22","Cond. Xavier Imhof","SAO PEDRO","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/1832/amplo-terreno-com-linda-vista-para-a-cidade-sao-pedro-brusque-condominio-horizontal-joao-xavier","Dom_Geo_01",2,706129.44,7002829.47,"Baixo Potencial",0,1879.99,649.72,306.80,58.88,1,1092.39,480,958.33,460000,"POINT(706129.4405134716 7002829.467276892)"
13710571,"2022-07-18","Lot. Independencia","SAO JOAO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4886/terreno-no-bairro--brusque-venda-RS250000","Dom_Geo_03",0,701437.70,6992705.46,"Baixo Potencial",0,1135.47,6214.54,2608.04,338.51,1,259.85,260,961.54,250000,"POINT(701437.6968165644 6992705.4572497755)"
13723817,"2022-07-21","Rua Hugo Schlosser","JARDIM MALUCHE","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/3397","Dom_Geo_02",2,705457.71,7000818.86,"Baixo Potencial",0,2655.32,1039.42,29.60,1,930.79,706.61,1234,972.45,1200000,"POINT(705457.7095923224 7000818.863145867)"
13678995,"2022-07-13","Rua Henrich Hoffmann","CENTRO II","internet","Julio imoveis",NULL,"Dom_Geo_02",2,707164.35,7000349.77,"Alto Potencial",1,2005.88,246.00,450.02,434.68,283.79,1539.59,1320.88,984.19,1300000,"POINT(707164.3518823034 7000349.770185929)"
